date, pm25, pm10, o3, no2, so2, co
2023/12/21, 21, 11, 16, 1, 3, 
2023/12/22, 20, 10, 18, 1, 2, 
2023/12/23, 19, 8, 16, 1, 5, 
2023/12/24, 19, 11, 16, 2, 9, 
2023/12/25, 24, 9, 22, 1, 2, 
2023/12/26, 23, 9, 26, 1, , 1
2023/12/27, 28, 8, 13, 1, , 
2023/12/28, 22, 9, 16, 1, , 
2023/12/29, 20, 11, 14, , , 
2023/12/30, 22, 18, 14, , , 
2023/12/31, 28, 14, 23, 1, 1, 
2023/7/1, 13, 8, 21, 1, , 
2023/7/2, 12, 18, 11, 8, , 1
2023/7/3, 22, 20, 3, 7, , 2
2023/7/4, 39, 11, 14, 5, 1, 1
2023/7/5, 26, 22, 13, 6, , 1
2023/7/6, 29, 11, 20, 4, , 
2023/7/7, 22, 9, 22, , 1, 
2023/7/8, 14, 5, 22, , , 
2023/7/9, 17, 5, 21, 1, , 1
2023/7/10, 8, 18, 20, 3, , 
2023/7/11, 21, 18, 15, 5, 1, 1
2023/7/12, 26, 19, 18, 6, , 2
2023/7/13, 39, 13, 20, 4, , 
2023/7/14, 31, 4, 19, 2, , 
2023/7/15, 6, 17, 21, 3, , 
2023/7/16, 48, 20, 12, 6, , 1
2023/7/17, 47, 11, 20, 3, , 1
2023/7/18, 26, 20, 18, 7, , 1
2023/7/19, 29, 15, 16, 6, 1, 3
2023/7/20, 32, 8, 18, 4, , 
2023/7/21, 13, 12, 21, 4, , 1
2023/7/22, 23, 10, 17, 2, , 1
2023/7/23, 24, 6, 17, 4, , 1
2023/7/24, 13, 7, 19, 5, , 1
2023/7/25, 15, 14, 18, 6, , 1
2023/7/26, 33, 17, 10, 6, 2, 2
2023/7/27, 44, 12, 17, 5, , 1
2023/7/28, 21, 11, 19, 3, 1, 1
2023/7/29, 25, 8, 20, 1, , 
2023/7/30, 17, 11, 23, 2, 1, 
2023/7/31, 10, 13, 21, 2, , 
2023/8/1, 21, 18, 13, 7, , 1
2023/8/2, 36, 22, 19, 7, , 2
2023/8/3, 59, 21, 23, 5, 1, 1
2023/8/4, 34, , 21, 2, , 
2023/8/5, 22, , 19, 3, , 1
2023/8/6, 28, , 18, 5, , 1
2023/8/7, 33, 13, 15, 7, 2, 1
2023/8/8, 40, 17, 17, 6, 1, 1
2023/8/9, 40, 10, 22, 3, , 
2023/8/10, 13, 7, 19, 3, , 
2023/8/11, 14, 9, 20, 1, , 
2023/8/12, 21, 12, 20, 2, , 1
2023/8/13, 23, 11, 19, 5, 1, 
2023/8/14, 25, 11, 19, 4, , 1
2023/8/15, 23, 11, 15, 6, , 1
2023/8/16, 30, 25, 3, 9, , 2
2023/8/17, 68, 11, 22, 4, , 
2023/8/18, 19, 4, 20, 1, 1, 
2023/8/19, 8, 7, 19, 4, , 1
2023/8/20, 16, 15, 16, 5, , 1
2023/8/21, 29, 12, 18, 5, , 1
2023/8/22, 23, 9, 20, 6, , 1
2023/8/23, 15, 12, 16, 4, , 1
2023/8/24, 28, 13, 23, 4, , 1
2023/8/25, 23, 15, 22, 1, 1, 
2023/8/26, 12, 12, 22, 1, , 1
2023/8/27, 12, 13, 19, 4, , 1
2023/8/28, 22, 17, 17, 5, , 2
2023/8/29, 41, 9, 19, 4, , 
2023/8/30, 12, 7, 23, 2, 1, 
2023/8/31, 8, 20, 22, 4, 1, 
2023/9/1, 23, 17, 21, 3, 2, 1
2023/9/2, 36, 13, 19, 3, , 1
2023/9/3, 30, 10, 24, 3, , 1
2023/9/4, 17, 8, 22, 3, , 
2023/9/5, 11, 16, 21, 4, , 1
2023/9/6, 28, 16, 23, 4, , 1
2023/9/7, 26, 4, 24, 1, , 
2023/9/8, 16, 7, 20, 1, , 
2023/9/9, 20, 11, 21, 2, 1, 
2023/9/10, 24, 11, 17, 4, , 1
2023/9/11, 25, 10, 22, 4, , 1
2023/9/12, 21, 14, 20, 5, , 1
2023/9/13, 24, 15, 20, 6, 1, 1
2023/9/14, 24, 18, 25, 6, , 1
2023/9/15, 26, 11, 23, 2, 1, 1
2023/9/16, 22, 9, 24, 1, , 
2023/9/17, 23, 20, 23, 4, 3, 1
2023/9/18, 37, 19, 27, 6, , 1
2023/9/19, 33, 10, 25, 2, , 
2023/9/20, 21, 8, 20, 3, , 
2023/9/21, 20, 8, 23, 2, , 
2023/9/22, 24, 10, 23, 2, 6, 1
2023/9/23, 24, 13, 26, 2, , 1
2023/9/24, 34, 15, 24, 4, , 
2023/9/25, 28, 20, 23, 2, , 
2023/9/26, 33, 20, 22, 2, , 
2023/9/27, 35, 12, 23, 3, , 
2023/9/28, 24, 12, 28, 3, , 1
2023/9/29, 33, 18, 30, 3, , 1
2023/9/30, 27, 17, 23, 2, 1, 1
2023/4/1, 6, 4, 16, 1, 1, 
2023/4/2, 8, 6, 19, 4, 2, 
2023/4/3, 9, 9, 23, 4, , 
2023/4/4, 18, 14, 21, 4, , 
2023/4/5, 44, 16, 23, 3, , 
2023/4/6, 50, 13, 15, 3, 1, 1
2023/4/7, 34, 4, 18, , , 
2023/4/8, 8, 5, 16, , , 
2023/4/9, 6, 6, 17, 1, , 
2023/4/10, 8, 6, 14, 3, 2, 
2023/4/11, 10, 7, 11, 6, , 6
2023/4/12, 19, 6, 15, 2, , 
2023/4/13, 12, 3, 18, 1, , 1
2023/4/14, 4, 7, 13, 3, 1, 1
2023/4/15, 17, 4, 16, 1, , 
2023/4/16, 9, 5, 15, 4, , 
2023/4/17, 10, 11, 12, 5, , 1
2023/4/18, 16, 9, 15, 4, , 
2023/4/19, 19, 9, 14, 5, , 
2023/4/20, 23, 6, 11, 5, , 
2023/4/21, 23, 7, 14, 2, 1, 
2023/4/22, 15, 4, 15, 1, 1, 
2023/4/23, 13, 15, 16, 7, 1, 1
2023/4/24, 35, 17, 20, 5, , 1
2023/4/25, 47, 25, 20, 6, 1, 1
2023/4/26, 61, 22, 12, 7, 1, 1
2023/4/27, 55, 8, 19, 3, 1, 
2023/4/28, 28, 6, 16, 4, , 
2023/4/29, 18, 11, 18, 2, , 1
2023/4/30, 37, 12, 15, 6, , 2
2023/5/1, 49, 6, 16, 5, , 1
2023/5/2, 27, 4, 16, 3, , 
2023/5/3, 14, 7, 15, 5, , 
2023/5/4, 16, 11, 16, 5, , 1
2023/5/5, 22, 3, 16, 2, , 
2023/5/6, 18, 3, 17, 2, , 
2023/5/7, 17, 3, 16, 4, , 
2023/5/8, 17, 3, 16, 3, , 
2023/5/9, 14, 3, 16, 3, , 
2023/5/10, 14, 11, 13, 4, 1, 1
2023/5/11, 26, 16, 9, 5, , 1
2023/5/12, 34, 18, 19, 4, , 1
2023/5/13, 38, 19, 15, 5, , 1
2023/5/14, 29, 23, 19, 5, , 1
2023/5/15, 36, 19, 18, 5, 1, 
2023/5/16, 34, 15, 16, 5, , 1
2023/5/17, 25, 17, 14, 5, , 1
2023/5/18, 30, 6, 14, 7, , 1
2023/5/19, 22, 6, 18, 4, , 1
2023/5/20, 13, 18, 21, 2, , 
2023/5/21, 29, 26, 17, 4, , 
2023/5/22, 47, 14, 17, 4, , 1
2023/5/23, 23, 33, 14, 6, , 2
2023/5/24, 37, 21, 16, 4, , 1
2023/5/25, 36, 8, 16, 6, , 
2023/5/26, 19, 9, 19, 2, , 1
2023/5/27, 15, 9, 18, 3, 1, 
2023/5/28, 13, 8, 17, 3, , 
2023/5/29, 16, 5, 16, 3, , 
2023/5/30, 13, 4, 16, 2, 1, 
2023/5/31, 6, 19, 19, 3, , 
2023/6/1, 30, 27, 13, 5, 1, 
2023/6/2, 39, 17, 13, 4, , 1
2023/6/3, 37, 14, 20, 3, , 1
2023/6/4, 24, 14, 11, 4, , 1
2023/6/5, 25, 25, 2, 4, , 2
2023/6/6, 39, 19, 7, 4, , 2
2023/6/7, 24, 9, 17, 5, , 1
2023/6/8, 15, 9, 19, 5, , 
2023/6/9, 21, 8, 18, 3, , 
2023/6/10, 18, 15, 15, 4, , 1
2023/6/11, 22, 22, 6, 4, , 2
2023/6/12, 39, 25, 11, 5, , 2
2023/6/13, 39, 6, 17, 5, 1, 
2023/6/14, 14, 5, 14, 5, , 
2023/6/15, 14, 11, 17, 3, , 
2023/6/16, 14, 27, 17, 4, , 1
2023/6/17, 26, 7, 20, , , 
2023/6/18, 11, 4, 20, 3, , 
2023/6/19, 12, 7, 16, 4, , 
2023/6/20, 14, 20, 15, 6, 1, 1
2023/6/21, 24, 13, 8, 6, 1, 1
2023/6/22, 23, 12, 9, 6, , 1
2023/6/23, 29, 7, 16, 4, 2, 1
2023/6/24, 21, 9, 19, 2, , 
2023/6/25, 16, 5, 21, 2, , 
2023/6/26, 16, 6, 18, 4, , 1
2023/6/27, 14, 5, 19, 3, , 1
2023/6/28, 15, 5, 18, 4, , 1
2023/6/29, 12, 2, 20, 2, , 
2023/6/30, 6, 4, 20, 1, , 
2023/1/2, 23, 4, 11, 1, , 
2023/1/3, 16, 5, 13, 1, , 
2023/1/4, 20, 5, 11, 1, 1, 
2023/1/5, 19, 5, 13, 2, 4, 
2023/1/6, 19, 4, 14, , , 
2023/1/7, 15, 5, 16, 1, , 
2023/1/8, 16, 9, 31, 2, , 
2023/1/9, 26, 6, 13, 1, 2, 
2023/1/10, 27, 7, 11, 1, 2, 
2023/1/11, 28, 11, 26, 3, 2, 
2023/1/12, 46, 12, 17, 2, 8, 
2023/1/13, 37, 10, 32, 1, 3, 
2023/1/14, 30, 10, 17, 1, , 
2023/1/15, 33, 9, 11, 1, 3, 
2023/1/16, 33, 8, 26, 2, , 
2023/1/17, 20, 6, 20, 4, 1, 
2023/1/18, 27, 6, 8, 4, 1, 
2023/1/19, 17, 5, 13, 2, 1, 
2023/1/20, 15, 6, 21, 1, , 
2023/1/21, 20, 7, 20, 1, 1, 
2023/1/22, 27, 6, 12, 2, 3, 
2023/1/23, 21, 6, 22, 2, , 
2023/1/24, 22, 7, 29, 3, , 11
2023/1/25, 17, 4, 12, 1, , 2
2023/1/26, 24, 5, 19, 2, , 
2023/1/27, 20, 8, 26, 2, , 
2023/1/28, 19, 6, 22, 1, 1, 
2023/1/29, 31, 4, 11, 2, , 
2023/1/30, 15, 5, 18, 2, , 
2023/1/31, 18, 5, 12, 2, 1, 
2023/2/1, 14, 8, 14, 2, , 
2023/2/2, 10, 2, 11, 1, , 
2023/2/3, 9, 5, 10, , , 
2023/2/4, 25, 3, 11, , , 
2023/2/5, 17, 1, 11, 1, 1, 
2023/2/6, 10, 2, 12, 1, , 
2023/2/7, 13, 6, 13, 2, 4, 
2023/2/8, 19, 6, 14, 1, 4, 
2023/2/9, 29, 10, 27, 3, , 
2023/2/10, 29, 8, 27, 1, , 
2023/2/11, 32, 7, 14, , , 
2023/2/12, 24, 7, 11, 2, 1, 
2023/2/13, 26, 8, 16, 2, 1, 
2023/2/14, 24, 9, 24, 2, , 
2023/2/15, 29, 15, 30, 5, , 
2023/2/16, 32, 16, 31, 4, 1, 
2023/2/17, 44, 5, 15, 1, , 
2023/2/18, 21, 6, 22, 2, 3, 
2023/2/19, 27, 7, 17, 2, , 
2023/2/20, 29, 8, 15, 1, , 
2023/2/21, 26, 7, 14, 1, , 
2023/2/22, 18, 10, 20, 2, 4, 
2023/2/23, 27, 15, 26, 4, 1, 
2023/2/24, 30, 13, 26, 5, , 
2023/2/25, 36, 3, 15, 1, , 
2023/2/26, 17, 4, 14, 2, , 
2023/2/27, 17, 6, 14, 2, 1, 
2023/2/28, 26, 3, 11, 2, , 
2023/3/1, 9, 3, 10, 2, 1, 
2023/3/2, 11, 6, 16, 2, 3, 
2023/3/3, 17, 6, 13, 1, 4, 
2023/3/4, 26, 11, 26, 3, , 
2023/3/5, 21, 5, 21, 2, , 
2023/3/6, 19, 5, 18, 1, , 
2023/3/7, 18, 4, 17, 1, 1, 
2023/3/8, 21, 3, 14, 2, 1, 
2023/3/9, 15, 3, 13, 3, , 
2023/3/10, 19, 4, 21, 2, 1, 
2023/3/11, 20, 2, 14, 1, , 
2023/3/12, 13, 4, 17, 1, , 
2023/3/13, 13, 9, 25, 2, , 
2023/3/14, 29, 12, 30, 4, , 
2023/3/15, 42, 8, 16, 2, , 
2023/3/16, 28, 6, 23, 2, , 
2023/3/17, 20, 8, 22, 1, , 
2023/3/18, 21, 3, 15, , , 
2023/3/19, 13, 6, 15, 2, 5, 
2023/3/20, 16, 7, 16, 1, , 
2023/3/21, 25, 5, 15, 3, , 
2023/3/22, 29, 5, 19, 2, 1, 
2023/3/23, 15, 7, 16, 3, , 
2023/3/24, 12, 5, 14, 2, 9, 
2023/3/25, 8, 5, 16, 1, 2, 
2023/3/26, 8, 10, 11, 3, , 
2023/3/27, 25, 6, 19, 4, , 
2023/3/28, 17, 3, 15, 2, , 2
2023/3/29, 5, 2, 14, 1, , 1
2023/3/30, 3, 2, 13, 2, , 
2023/3/31, 2, 4, 16, 1, 1, 
2022/10/3, 7, 6, 21, 3, 1, 1
2022/10/4, 20, 7, 18, 3, , 
2022/10/5, 20, 7, 20, 2, , 
2022/10/6, 17, 4, 19, 3, , 1
2022/10/7, 18, 4, 17, 4, , 1
2022/10/8, 12, 5, 19, 3, , 
2022/10/9, 16, 4, 20, 2, , 
2022/10/10, 14, 5, 21, 3, 3, 1
2022/10/11, 18, 6, 19, 4, , 1
2022/10/12, 29, 9, 12, 4, , 1
2022/10/13, 22, 6, 18, 2, 1, 
2022/10/14, 11, 3, 17, 2, 1, 
2022/10/15, 15, 4, 23, 1, , 1
2022/10/16, 14, 4, 19, 1, , 
2022/10/17, 17, 6, 19, 1, 1, 
2022/10/18, 20, 5, 21, 3, 1, 
2022/10/19, 26, 7, 21, 3, 4, 
2022/10/20, 21, 8, 25, 2, 1, 1
2022/10/21, 25, 4, 15, 1, 1, 1
2022/10/22, 21, 6, 23, 2, , 1
2022/10/23, 19, 6, 18, , , 
2022/10/24, 20, 5, 18, 1, 1, 
2022/10/25, 20, 4, 17, 1, 1, 
2022/10/26, 11, 2, 21, 3, , 
2022/10/27, 11, 2, 14, 2, , 
2022/10/28, 9, 3, 21, 1, 1, 
2022/10/29, 8, 3, 17, , , 
2022/10/30, 15, 4, 19, 1, , 
2022/10/31, 10, 5, 19, 1, 1, 
2022/11/1, 8, 2, 17, 1, , 
2022/11/2, 17, 3, 18, 1, , 
2022/11/3, 18, 5, 15, 2, , 
2022/11/4, 9, 2, 16, 2, , 
2022/11/5, 17, 4, 19, 1, , 
2022/11/6, 21, 6, 19, 1, , 
2022/11/7, 25, 8, 20, 4, 3, 
2022/11/8, 29, 9, 20, 3, , 
2022/11/9, 21, 7, 24, 3, , 
2022/11/10, 27, 12, 24, 3, 1, 
2022/11/11, 26, 9, 18, 3, , 1
2022/11/12, 16, 9, 16, , , 
2022/11/13, 11, 4, 23, 1, , 
2022/11/14, 10, 4, 19, 1, , 
2022/11/15, 15, 6, 15, 1, , 
2022/11/16, 14, 3, 15, 2, , 
2022/11/17, 11, 3, 12, 2, , 
2022/11/18, 9, 5, 16, 1, , 
2022/11/19, 15, 5, 11, 1, 1, 
2022/11/20, 11, 4, 17, , , 
2022/11/21, 10, 4, 16, 1, , 
2022/11/22, 18, 3, 15, 1, , 
2022/11/23, 9, 3, 13, 1, , 
2022/11/24, 10, 3, 13, 2, , 
2022/11/25, 8, 3, 15, 2, , 
2022/11/26, 20, 6, 19, 2, , 
2022/11/27, 20, 6, 19, 1, , 
2022/11/28, 16, 6, 14, 2, 1, 
2022/11/29, 19, 8, 15, 1, , 
2022/11/30, 15, 8, 14, 2, 1, 
2022/12/1, 12, 5, 12, 1, , 
2022/12/2, 30, 11, 19, 1, 1, 
2022/12/3, 30, 12, 30, 2, , 
2022/12/4, 31, 17, 29, 2, , 
2022/12/5, 32, 12, 21, 1, 1, 
2022/12/6, 18, 10, 16, 1, , 
2022/12/7, 18, 10, 16, 1, , 
2022/12/8, 14, 10, 12, , 1, 
2022/12/9, 23, 7, 13, 1, , 
2022/12/10, 15, 7, 15, 1, , 
2022/12/11, 16, 9, 21, 1, , 
2022/12/12, 16, 4, 14, 2, , 
2022/12/13, 18, 6, 11, 1, , 
2022/12/14, 20, 8, 12, 1, 1, 
2022/12/15, 17, 7, 13, 2, , 
2022/12/16, 10, 4, 11, 1, 1, 
2022/12/17, 17, 6, 12, 1, 1, 
2022/12/18, 13, 6, 12, 1, 2, 
2022/12/19, 22, 13, 15, 1, , 
2022/12/20, 18, 8, 14, 1, 1, 
2022/12/21, 13, 6, 13, 1, , 
2022/12/22, 23, 9, 20, 1, , 
2022/12/23, 30, 9, 27, 3, , 
2022/12/24, 23, 7, 19, 1, , 
2022/12/25, 18, 8, 27, , , 
2022/12/26, 39, 14, 27, 2, , 
2022/12/27, 34, 14, 36, 2, 1, 1
2022/12/28, 38, 11, 18, 2, , 
2022/12/29, 31, 6, 11, 1, 2, 
2022/12/30, 32, 5, 18, 1, 1, 
2022/12/31, 29, 7, 24, 1, , 
2023/1/1, 30, 9, 29, 1, 2, 
2022/7/1, 43, 11, 13, 5, , 1
2022/7/2, 32, 7, 19, 3, , 1
2022/7/3, 26, 5, 17, 5, , 1
2022/7/4, 19, 5, 16, 4, , 1
2022/7/5, 23, 9, 12, 7, 1, 1
2022/7/6, 21, 6, 16, 5, , 1
2022/7/7, 26, 3, 21, 2, , 1
2022/7/8, 13, 5, 16, 3, , 
2022/7/9, 14, 7, 21, 3, , 1
2022/7/10, 21, 9, 6, 7, , 1
2022/7/11, 22, 7, 7, 6, , 1
2022/7/12, 25, 4, 17, 5, , 1
2022/7/13, 23, 3, 13, 4, , 
2022/7/14, 19, 6, 11, 6, , 2
2022/7/15, 33, 8, 19, 4, 1, 1
2022/7/16, 18, 2, , , , 
2022/7/20, 15, 4, 14, 4, 2, 1
2022/7/21, 30, 6, 13, 6, , 1
2022/7/22, 19, 10, 2, 6, , 2
2022/7/23, 47, 12, 9, 5, 1, 1
2022/7/24, 35, 9, 11, 4, , 2
2022/7/25, 38, 4, 21, 3, 1, 
2022/7/26, 19, 3, 17, 3, , 
2022/7/27, 25, 4, 17, 5, , 
2022/7/28, 14, 6, 16, 12, , 1
2022/7/29, 21, 8, 14, 4, , 1
2022/7/30, 20, 13, 7, 7, , 2
2022/7/31, 39, 4, 21, 3, , 1
2022/8/1, 20, 4, 19, 4, , 1
2022/8/2, 15, 7, 22, 5, 1, 1
2022/8/3, 18, 7, 19, 7, 1, 1
2022/8/4, 23, 4, 20, 3, , 
2022/8/5, 14, 5, 20, 4, , 1
2022/8/6, 19, 8, 19, 3, , 1
2022/8/7, 30, 8, 16, 5, 1, 1
2022/8/8, 23, 6, 19, 4, , 1
2022/8/9, 24, 6, 12, 6, , 1
2022/8/10, 24, 12, 5, 8, , 2
2022/8/11, 29, 11, 16, 4, , 1
2022/8/12, 28, 6, 12, 5, , 1
2022/8/13, 20, 3, 23, 2, , 1
2022/8/14, 18, 1, 22, 2, , 
2022/8/15, 12, 2, 21, 2, , 
2022/8/16, 13, 5, 19, 5, , 1
2022/8/17, 17, 4, 21, 2, 2, 1
2022/8/18, 14, 2, 21, 4, , 
2022/8/19, 18, 1, 22, 2, , 
2022/8/20, 12, 3, 21, 2, , 1
2022/8/21, 15, 5, 23, 4, , 1
2022/8/22, 19, 1, 21, 3, , 
2022/8/23, 12, 1, 17, 4, , 
2022/8/24, 15, 1, 21, 2, , 1
2022/8/25, 9, 5, 16, 7, 10, 1
2022/8/26, 27, 2, 19, 3, 1, 1
2022/8/27, 17, 6, 16, 3, , 1
2022/8/28, 23, 7, 14, 6, , 1
2022/8/29, 37, 1, 23, 2, 1, 
2022/8/30, 25, 1, 19, 4, 1, 
2022/8/31, 18, 2, 16, 5, , 
2022/9/1, 18, 3, 20, 3, , 
2022/9/2, 14, 2, 19, 2, , 
2022/9/3, 14, 2, 19, 1, 1, 1
2022/9/4, 20, 4, 18, 3, , 1
2022/9/5, 15, 1, 21, 3, 1, 1
2022/9/6, 17, 2, 16, 4, , 2
2022/9/7, 17, 4, 28, 3, , 
2022/9/8, 19, 9, 17, 5, , 
2022/9/9, 19, 5, 22, 2, 1, 
2022/9/10, 14, 2, 22, 1, , 
2022/9/11, 13, 7, 22, 3, , 
2022/9/12, 17, 6, 21, 3, , 
2022/9/13, 18, 6, 20, 4, , 
2022/9/14, 19, 7, 17, 5, 2, 
2022/9/15, 17, 5, 18, 4, , 
2022/9/16, 12, 2, 20, 2, , 
2022/9/17, 9, 2, 21, 1, , 
2022/9/18, 14, 3, 19, 3, , 
2022/9/19, 16, 6, 20, 3, , 
2022/9/20, 18, 9, 14, 5, 1, 
2022/9/21, 25, 8, 20, 4, 1, 
2022/9/22, 23, 6, 19, 5, , 
2022/9/23, 28, 4, 21, 2, 1, 
2022/9/24, 13, 5, 22, 3, , 
2022/9/25, 19, 7, 13, 4, , 
2022/9/26, 24, 6, 19, 4, , 
2022/9/27, 23, 3, 16, 4, , 
2022/9/28, 7, 6, 17, 4, , 
2022/9/29, 14, 7, 19, 3, 2, 1
2022/9/30, 21, 5, 23, 3, , 1
2022/4/1, 17, , 14, 2, , 1
2022/4/2, 14, , 15, , , 1
2022/4/3, 11, , 14, 2, , 1
2022/4/4, 13, , 14, 3, 1, 1
2022/4/5, 10, , 15, 2, , 1
2022/4/6, 18, , 16, 1, 1, 1
2022/4/7, 23, , 18, 1, , 1
2022/4/8, 19, , 16, 2, , 1
2022/4/9, 21, , 21, 3, , 1
2022/4/10, 20, , 16, 3, , 4
2022/4/11, 24, , 16, 4, , 1
2022/4/12, 21, , 14, 4, 2, 1
2022/4/13, 22, , 17, 5, , 2
2022/4/14, 27, , 22, 5, , 2
2022/4/15, 58, , 27, 3, 1, 2
2022/4/16, 59, , 26, 3, 1, 2
2022/4/17, 53, , 14, 4, , 2
2022/4/18, 36, , 16, 3, , 1
2022/4/19, 15, , 15, 2, , 
2022/4/20, 18, , 13, 4, , 
2022/4/21, 26, , 18, 3, 1, 2
2022/4/22, 25, , 16, 3, 2, 1
2022/4/23, 34, 18, 15, 3, 6, 1
2022/4/24, 51, 15, 14, 2, 2, 1
2022/4/25, 41, 10, 15, 3, , 1
2022/4/26, 25, 14, 12, 4, , 1
2022/4/27, 20, 13, 8, 7, , 2
2022/4/28, 28, 18, 21, 7, , 2
2022/4/29, 42, 6, 19, 2, , 
2022/4/30, 12, , 15, 1, , 
2022/5/1, 17, , 15, 5, , 1
2022/5/2, 16, , 16, 5, , 1
2022/5/3, 25, , 15, 5, , 2
2022/5/4, 27, , 15, 5, 1, 1
2022/5/5, 17, , 19, 3, , 1
2022/5/6, 21, , 16, 1, , 1
2022/5/7, 9, , 15, 3, , 
2022/5/8, 15, , 15, 4, 1, 1
2022/5/9, 25, , 14, 5, , 2
2022/5/10, 21, , 5, 6, 1, 2
2022/5/11, 26, 17, 6, 5, , 2
2022/5/12, 32, 18, 14, 5, 1, 1
2022/5/13, 40, 14, 12, 5, , 1
2022/5/14, 21, 13, 17, 3, , 1
2022/5/15, 17, 13, 17, 3, 1, 
2022/5/16, 14, 15, 18, 3, 1, 
2022/5/17, 14, 2, 18, 3, 1, 
2022/5/18, 14, 3, 18, 4, , 1
2022/5/19, 19, 7, 12, 7, 2, 1
2022/5/20, 24, 10, 15, 4, , 1
2022/5/21, 37, 5, 16, 3, 1, 1
2022/5/22, 29, 5, 12, 6, 1, 1
2022/5/23, 21, 5, 12, 4, , 1
2022/5/24, 19, 5, 10, 4, 2, 1
2022/5/25, 20, 10, 1, 8, 1, 2
2022/5/26, 35, 6, 13, 7, , 2
2022/5/27, 23, 6, 13, 5, 1, 1
2022/5/28, 25, 6, 15, 4, 1, 2
2022/5/29, 20, 8, 2, 7, 3, 2
2022/5/30, 27, 3, 20, 4, 2, 
2022/5/31, 25, 2, 19, 2, , 
2022/6/1, 16, 5, 18, 6, , 1
2022/6/2, 15, 11, 7, 7, 1, 2
2022/6/3, 33, 6, 19, 1, 2, 1
2022/6/4, 16, 2, 18, 1, , 
2022/6/5, 10, 1, 19, 3, 2, 
2022/6/6, 13, 1, 20, 2, , 
2022/6/7, 14, 2, 20, 4, , 
2022/6/8, 12, 1, 21, 2, , 
2022/6/9, 12, 2, 21, 2, 1, 
2022/6/10, 17, 2, 20, 1, , 
2022/6/11, 13, 1, 22, , , 
2022/6/12, 14, 3, 18, 2, , 
2022/6/13, 15, 8, 8, 7, , 1
2022/6/14, 25, 10, 6, 9, , 2
2022/6/15, 27, 5, 13, 5, , 2
2022/6/16, 18, 3, 12, 8, , 
2022/6/17, 22, 9, 14, 3, 1, 1
2022/6/18, 39, 5, 14, 4, , 1
2022/6/19, 25, 6, 12, , , 
2022/6/20, 28, 6, 13, , , 
2022/6/21, 37, 6, 14, , , 1
2022/6/22, 18, 6, 16, , , 2
2022/6/23, 15, 3, 17, , 1, 
2022/6/24, 17, 4, 20, , , 
2022/6/25, 21, 2, 20, , , 
2022/6/26, 17, 4, 16, , , 1
2022/6/27, 23, 5, 7, , , 2
2022/6/28, 18, 8, 2, , , 3
2022/6/29, 19, 11, 11, 7, , 2
2022/6/30, 38, 12, 11, 6, , 2
2022/1/3, 21, 17, 12, 1, , 
2022/1/4, 16, 22, 10, 1, , 1
2022/1/5, 16, 11, 9, , 2, 14
2022/1/6, 12, 16, 21, 4, , 4
2022/1/7, 23, 13, 18, 1, , 1
2022/1/8, 11, 24, 16, 1, 1, 1
2022/1/9, 27, 26, 23, 2, 4, 1
2022/1/10, 34, 21, 12, 3, 15, 10
2022/1/11, 22, 30, 10, , , 4
2022/1/12, 18, 32, 12, , 3, 1
2022/1/14, 30, 23, 20, 1, , 1
2022/1/15, 27, 18, 26, 1, 6, 
2022/1/16, 23, 29, 14, 2, , 
2022/1/17, 35, 34, 11, 1, , 
2022/1/18, 21, 25, 10, 1, 8, 
2022/1/19, 16, 40, 14, , 4, 
2022/1/20, 23, 43, 14, 1, 11, 
2022/1/21, 28, 35, 14, 2, 15, 1
2022/1/22, 20, 31, 13, 2, 20, 
2022/1/23, 23, 28, 26, 2, 13, 
2022/1/24, 23, 23, 28, 2, 13, 
2022/1/25, 36, 33, 17, 1, 15, 1
2022/1/26, 21, 40, 21, 3, 11, 1
2022/1/27, 30, 32, 22, 6, 10, 1
2022/1/28, 38, 12, 14, 1, 10, 
2022/1/29, 20, 9, 13, , 12, 1
2022/1/30, 10, 6, 21, 1, 12, 1
2022/1/31, 13, 25, 15, 1, 12, 
2022/2/1, 25, 31, 11, 2, 12, 
2022/2/2, 16, 26, 12, 2, , 
2022/2/3, 14, 25, 12, 2, , 
2022/2/4, 14, 20, 12, , , 
2022/2/5, 11, 21, 9, , , 
2022/2/6, 6, 24, 14, 1, , 
2022/2/7, 16, 17, 13, 1, , 
2022/2/8, 8, 23, 21, 1, , 1
2022/2/9, 17, 37, 15, 1, , 
2022/2/10, 25, 41, 14, 3, , 
2022/2/11, 26, 42, 13, , , 
2022/2/12, 22, 29, 19, 1, 2, 
2022/2/13, 19, 35, 26, 3, 2, 1
2022/2/14, 31, 49, 20, 1, 1, 
2022/2/15, 32, 52, 30, 2, 1, 
2022/2/16, 38, 26, 14, 2, 1, 
2022/2/17, 22, 43, 12, 2, 1, 
2022/2/18, 26, 44, 23, 2, 5, 
2022/2/19, 23, 37, 24, 2, 3, 1
2022/2/20, 25, 30, 15, 2, 4, 
2022/2/21, 15, 39, 15, 3, 9, 
2022/2/22, 19, 31, 28, 3, 5, 1
2022/2/23, 28, 39, 18, 5, 4, 1
2022/2/24, 31, 38, 12, 3, 15, 
2022/2/25, 25, 39, 12, 1, 7, 
2022/2/26, 25, 13, 18, , 6, 
2022/2/27, 15, 23, 16, 2, 8, 1
2022/2/28, 25, 44, 12, 1, 9, 
2022/3/1, 26, 58, 12, , 8, 
2022/3/2, 37, 46, 13, , 5, 
