date, pm25, pm10, o3, no2, so2, co
2022/10/25, 19, , 15, 4, , 1
2022/10/26, 15, , 20, 3, , 1
2022/10/27, 11, , 13, 3, , 1
2022/10/28, 7, , 19, 2, 1, 
2022/10/29, 11, , 17, 2, 1, 
2022/10/30, 18, , 18, 2, , 1
2022/10/31, 8, , 18, 3, , 1
2022/11/1, 8, , 16, 2, , 
2022/11/2, 9, , 17, 2, 1, 
2022/11/3, 16, , , , , 
2022/11/4, 9, , 13, 5, 2, 
2022/11/5, 11, , 15, 1, , 
2022/11/6, 19, , 18, , , 
2022/11/7, 21, , 18, 6, , 
2022/11/8, 31, , 19, 5, , 
2022/11/9, 32, , 18, 5, , 
2022/11/10, 28, , 22, 4, , 2
2022/11/11, 31, , 17, 4, , 2
2022/11/12, 48, , 14, 2, , 1
2022/11/13, 13, , 22, 2, , 1
2022/11/14, 7, , 18, 2, , 
2022/11/15, 15, , 15, 1, , 
2022/11/16, 11, , 15, 2, , 
2022/11/17, 12, , 13, 2, , 
2022/11/18, 7, , 14, 3, , 1
2022/11/19, 16, , 11, 3, , 1
2022/11/20, 10, , 16, 2, , 
2022/11/21, 8, , 14, 2, , 
2022/11/22, 10, , 14, 2, 1, 
2022/11/23, 11, , 13, 2, 1, 
2022/11/24, 10, , 14, 2, 1, 1
2022/11/25, 7, , 16, 2, , 
2022/11/26, 14, , 17, 3, , 1
2022/11/27, 21, , 18, 2, 1, 
2022/11/28, 16, , 13, 3, 1, 
2022/11/29, 17, , 15, 1, 1, 
2022/11/30, 19, , 15, 2, , 
2022/12/1, 14, , 12, 2, , 
2022/12/2, 22, , 16, 3, , 
2022/12/3, 28, , 28, 2, , 1
2022/12/4, 36, , 28, 3, , 
2022/12/5, 32, , 19, 2, , 
2022/12/6, 19, , 14, 1, , 
2022/12/7, 19, , 16, 1, , 
2022/12/8, 14, , 12, 1, , 
2022/12/9, 12, , 12, 2, 1, 
2022/12/10, 8, , 13, 2, , 
2022/12/11, 12, , 19, 2, , 1
2022/12/12, 12, , 13, 3, , 
2022/12/13, 11, , 11, 2, , 
2022/12/14, 15, , 11, 2, , 
2022/12/15, 12, , 12, 2, , 
2022/12/16, 8, , 9, 3, , 1
2022/12/17, 14, , 11, 2, , 1
2022/12/18, 9, , 12, 1, , 
2022/12/19, 20, , 13, 2, , 
2022/12/20, 12, , 12, 2, , 
2022/12/21, 13, , 12, 3, , 
2022/12/22, 17, , 5, 2, , 
2022/12/23, 29, , 23, 3, , 1
2022/12/24, 28, , 20, 1, , 
2022/12/25, 28, , 25, 1, , 
2022/12/26, 38, , 26, 4, , 1
2022/12/27, 45, , 28, 3, , 1
2022/12/28, 33, , 18, 3, , 
2022/12/29, 22, , 10, 1, , 
2022/12/30, 24, , 15, 2, , 
2022/12/31, 34, , 21, 2, 1, 1
2023/1/1, 36, , 27, 2, , 1
2022/7/6, 36, , 12, 10, , 4
2022/7/7, 19, , 14, 8, 1, 2
2022/7/8, 6, , 21, 4, 2, 1
2022/7/9, 11, , 16, 8, 2, 3
2022/7/10, 17, , 18, 8, , 4
2022/7/11, 25, , 4, 9, , 4
2022/7/12, 30, , 8, 7, , 4
2022/7/13, 22, , 17, 5, , 2
2022/7/14, 23, , 17, 6, 1, 2
2022/7/15, 30, , 16, 7, , 3
2022/7/16, 28, , 17, 9, , 3
2022/7/17, 4, , 24, 2, , 1
2022/7/18, 10, , 21, 7, 3, 1
2022/7/19, 15, , 16, 9, , 3
2022/7/20, 14, , 16, 7, , 1
2022/7/21, 15, , 15, 6, , 2
2022/7/22, 21, , 10, 8, , 3
2022/7/23, 34, , 5, 7, , 4
2022/7/24, 30, , 11, 7, , 4
2022/7/25, 32, , 5, 9, , 4
2022/7/26, 11, , 19, 4, , 1
2022/7/27, 10, , 14, 6, , 3
2022/7/28, 10, , 18, 6, , 2
2022/7/29, 15, , 20, 7, , 2
2022/7/30, 26, , 12, 9, 1, 4
2022/7/31, 36, , 5, 10, , 4
2022/8/1, 18, , 20, 3, , 2
2022/8/2, 10, , 22, 3, 1, 1
2022/8/3, 9, , 20, 9, , 2
2022/8/4, 12, , 14, 10, , 2
2022/8/5, 7, , 17, 7, , 1
2022/8/6, 20, , 18, 7, 2, 2
2022/8/7, 29, , 15, 9, 5, 2
2022/8/8, 21, , 18, 8, , 2
2022/8/9, 22, , 17, 8, 1, 1
2022/8/10, 24, , 9, 9, , 1
2022/8/11, 26, , 4, 11, , 3
2022/8/12, 23, , 13, 8, , 3
2022/8/13, 22, , 11, 8, , 2
2022/8/14, 8, , 22, 6, 5, 1
2022/8/15, 5, , 22, 3, , 
2022/8/16, 4, , 20, 3, , 1
2022/8/17, 12, , 16, 7, 1, 1
2022/8/18, 6, , 19, 6, , 1
2022/8/19, 14, , 19, 6, 4, 1
2022/8/20, 11, , 22, 5, 1, 1
2022/8/21, 18, , 19, 3, 1, 1
2022/5/16, 4, , 17, 4, , 
2022/5/17, 3, , 21, 3, 1, 
2022/5/18, 2, , 17, 4, 3, 
2022/1/3, 7, , 6, 2, , 1
2022/1/4, 7, , 4, 1, , 2
2022/1/5, 8, , 2, 2, , 2
2022/1/6, 6, , 8, 5, , 2
2022/1/7, 6, , 6, 1, , 1
2022/1/8, 7, , 6, 1, , 1
2022/1/9, 10, , 11, 2, , 1
2022/1/10, 21, , 6, 2, , 1
2022/1/11, 10, , 4, 1, , 1
2022/1/12, 7, , 9, 2, , 1
2022/1/13, 6, , 9, 4, 1, 2
2022/1/14, 8, , 19, 2, , 1
2022/1/15, 13, , 25, 3, 7, 1
2022/1/16, 17, , 12, 2, , 1
2022/1/17, 15, , 12, 1, , 1
2022/1/18, 8, , 10, 2, , 2
2022/1/19, 5, , 12, 2, , 1
2022/1/20, 6, , 12, 2, , 1
2022/1/21, 6, , 13, 1, , 1
2022/1/22, 5, , 12, 1, , 1
2022/1/23, 7, , 20, 3, 4, 1
2022/1/24, 7, , 25, 3, 3, 2
2022/1/25, 6, , 15, 1, , 2
2022/1/26, 11, , 18, 5, , 2
2022/1/27, 17, , 21, 7, , 2
2022/1/28, 20, , 11, 2, 1, 2
2022/1/29, 6, , 11, 1, , 1
2022/1/30, 4, , 16, 3, , 2
2022/1/31, 6, , 15, 2, , 1
2022/2/1, 8, , 11, 1, , 1
2022/2/2, 4, , 11, 2, 1, 1
2022/2/3, 4, , 11, 3, , 1
2022/2/4, 4, , 11, 1, , 1
2022/2/5, 3, , 8, 1, , 1
2022/2/6, 2, , 12, 2, , 1
2022/2/7, 3, , 11, 3, , 1
2022/2/8, 2, , 19, 2, , 1
2022/2/9, 4, , 15, 1, , 1
2022/2/10, 7, , 14, 2, , 1
2022/2/11, 8, , 12, 1, 1, 1
2022/2/12, 7, , 16, 2, , 1
2022/2/13, 6, , 25, 5, , 1
2022/2/14, 9, , 20, 3, 2, 1
2022/2/15, 15, , 27, 3, 1, 2
2022/2/16, 18, , 15, 2, , 1
2022/2/17, 9, , 12, 2, 1, 1
2022/2/18, 7, , 20, 3, 2, 1
2022/2/19, 7, , 23, 3, 1, 1
2022/2/20, 10, , 15, 2, , 1
2022/2/21, 5, , 13, 4, , 1
2022/2/22, 6, , 23, 5, , 6
2022/2/23, 8, , 19, 5, 1, 3
2022/2/24, 8, , 11, 3, 6, 
2022/2/25, 3, , 12, 1, , 
2022/2/26, 3, , 16, 1, , 1
2022/2/27, 1, , 13, 4, 1, 1
2022/2/28, 3, , 11, 2, , 1
2022/3/1, 1, , 11, 2, , 2
2022/3/3, 1, , 9, 2, , 2
2022/3/4, 1, , , , , 
2021/10/1, 8, , 11, 1, , 1
2021/10/2, 13, , 12, 2, 4, 1
2021/10/3, 7, , , , , 
2021/10/4, 8, , , , , 
2021/10/5, 8, , , , , 
2021/10/6, 9, , , , , 
2021/10/7, 5, , , , , 
2021/10/8, 7, , , , , 
2021/10/9, 8, , , , , 
2021/10/10, 8, , , , , 
2021/10/11, 7, , , , , 
2021/10/12, 5, , , , , 
2021/10/13, 7, , , , , 
2021/10/14, 6, , , , , 
2021/10/15, 8, , , , , 
2021/10/16, 4, , , , , 
2021/10/17, 3, , , , , 
2021/10/18, 8, , , , , 
2021/10/19, 4, , , , , 
2021/10/20, 9, , , , , 
2021/10/21, 7, , , , , 
2021/10/22, 6, , , , , 
2021/10/23, 11, , , , , 
2021/10/24, 7, , , , , 
2021/10/25, 6, , , , , 
2021/10/26, 6, , , , , 
2021/10/27, 7, , , , , 
2021/10/28, 10, , , , , 
2021/10/29, 7, , 16, 2, , 1
2021/10/30, 7, , 21, 3, , 1
2021/10/31, 8, , 24, 3, , 1
2021/11/1, 7, , 23, 3, , 1
2021/11/2, 10, , 21, 6, , 1
2021/11/3, 18, , 16, 1, , 
2021/11/4, 10, , 14, 3, , 1
2021/11/5, 4, , 23, 3, , 1
2021/11/6, 7, , 17, 1, , 1
2021/11/7, 8, , 18, 1, , 
2021/11/8, 8, , 20, 3, , 
2021/11/9, 8, , 16, 2, , 
2021/11/10, 7, , 17, 3, , 
2021/11/11, 6, , 15, 5, , 
2021/11/12, 3, , 15, 2, , 1
2021/11/13, 4, , 16, 2, , 
2021/11/14, 4, , 16, 2, , 
2021/11/15, 5, , 15, 3, , 
2021/11/16, 5, , 15, 4, , 1
2021/11/17, 11, , 18, 5, , 1
2021/11/18, 7, , 21, 1, , 1
2021/11/19, 6, , 18, 1, , 1
2021/11/20, 5, , 15, 2, , 1
2021/11/21, 6, , 15, 6, , 1
2021/11/22, 5, , , , , 
2021/12/7, 3, , 13, 2, , 1
2021/12/8, 3, , 10, 3, , 1
2021/12/14, 11, , 11, 2, , 1
2021/12/15, 14, , 16, 3, , 1
2021/12/16, 5, , 18, 4, , 1
2021/12/17, 6, , 18, 3, , 2
2021/12/18, 14, , 11, 2, , 1
2021/12/19, 11, , 17, 3, , 1
2021/12/20, 7, , 19, 1, , 1
2021/12/21, 11, , 11, 1, , 1
2021/12/22, 6, , 6, 1, , 1
2021/12/23, 9, , 7, 2, , 1
2021/12/24, 8, , 5, 1, , 1
2021/12/25, 10, , 5, , , 1
2021/12/26, 6, , 4, 1, , 1
2021/12/27, 7, , 7, 1, , 1
2021/12/28, 4, , 12, 2, , 1
2021/12/29, 4, , 14, 2, , 1
2021/12/30, 7, , 15, 4, , 1
2021/12/31, 9, , 14, 6, , 2
2022/1/1, 14, , , , , 
2021/7/1, 39, , 14, 10, , 3
2021/7/2, 37, , 14, 10, , 3
2021/7/3, 16, , 18, 6, 1, 2
2021/7/4, 19, , 19, 5, 1, 1
2021/7/5, 18, , 14, 8, 2, 1
2021/7/6, 21, , 11, 9, , 2
2021/7/7, 27, , 11, 10, 1, 4
2021/7/9, 36, , 13, 8, 1, 3
2021/7/10, 41, , 11, 6, , 1
2021/7/11, 28, , 4, 12, , 3
2021/7/12, 28, , 12, 12, , 3
2021/7/13, 32, , 5, 12, , 3
2021/7/14, 23, , 13, 9, , 3
2021/7/15, 18, , 16, 9, , 2
2021/7/16, 13, , 20, 4, 2, 
2021/7/17, 15, , 18, 7, 3, 1
2021/7/18, 17, , 15, 8, 1, 3
2021/7/19, 42, , 20, 3, , 1
2021/7/20, 15, , 16, 6, 4, 
2021/7/21, 16, , 10, 11, , 4
2021/7/22, 31, , 12, 7, 1, 2
2021/7/23, 26, , 21, 5, , 2
2021/7/24, 20, , 22, 2, 1, 
2021/7/25, 6, , 19, 2, , 
2021/7/26, 9, , 19, 7, , 1
2021/7/27, 17, , 20, 4, 2, 
2021/7/28, 5, , 20, 6, 2, 
2021/7/29, 15, , 16, 9, , 3
2021/7/30, 25, , 19, 5, , 1
2021/7/31, 8, , 20, 5, 1, 1
2021/8/1, 15, , 13, 9, , 3
2021/8/2, 23, , 20, 7, 1, 2
2021/8/3, 17, , 17, 6, 5, 
2021/8/4, 6, , 17, 4, 2, 
2021/8/5, 5, , 9, 4, 6, 
2021/8/6, 5, , 3, 4, 2, 1
2021/8/7, 12, , 8, 5, , 2
2021/8/8, 28, , 1, 9, , 3
2021/8/9, 23, , 1, 8, , 3
2021/8/10, 28, , 18, 6, , 1
2021/8/11, 7, , 20, 5, 3, 
2021/8/12, 15, , 22, 6, , 1
2021/8/13, 19, , 19, 8, , 2
2021/8/14, 21, , 24, 4, , 2
2021/8/15, 20, , 20, 3, 2, 1
2021/8/16, 10, , 19, 3, 1, 
2021/8/17, 6, , 17, 6, , 1
2021/8/18, 10, , 16, 8, , 3
2021/8/19, 15, , 15, 8, , 2
2021/8/20, 28, , 19, 7, , 3
2021/8/21, 22, , 19, 6, , 2
2021/8/22, 20, , 18, 3, 1, 
2021/8/23, 14, , 20, 4, , 2
2021/8/24, 11, , 18, 5, , 1
2021/8/25, 16, , 15, 6, , 1
2021/8/26, 19, , 16, 9, , 1
2021/8/27, 16, , 18, 5, , 2
2021/8/28, 10, , 15, 4, , 1
2021/9/2, 9, , 23, 4, , 1
2021/9/3, 11, , 19, 3, , 1
2021/9/4, 4, , 21, 2, , 
2021/9/5, 4, , 23, 3, 1, 
2021/9/6, 11, , 20, 4, 2, 
2021/9/7, 7, , 20, 3, 2, 1
2021/9/8, 9, , 22, 4, , 1
2021/9/9, 12, , 22, 6, 1, 1
2021/9/10, 12, , 22, 2, , 1
2021/9/11, 9, , 23, 2, 1, 1
2021/9/12, 7, , 20, 4, , 1
2021/9/13, 15, , 19, 6, , 1
2021/9/14, 19, , 19, 7, , 1
2021/9/15, 11, , 20, 4, , 1
2021/9/16, 16, , 18, 3, , 1
2021/9/17, 10, , 21, 4, 1, 
2021/9/18, 7, , 22, 2, , 1
2021/9/19, 11, , 21, 3, , 
2021/9/20, 5, , 22, 3, 1, 
2021/9/21, 6, , 16, 4, 1, 1
2021/9/22, 8, , 20, 4, 3, 1
2021/9/23, 18, , 23, 3, 2, 1
2021/9/24, 14, , 21, 3, , 1
2021/9/25, 10, , 22, 4, , 1
2021/9/26, 13, , 18, 7, 4, 2
2021/9/27, 15, , 21, 7, 1, 1
2021/9/28, 17, , 22, 2, , 1
2021/9/29, 11, , 21, 4, , 1
2021/9/30, 6, , 15, 5, , 1
2021/4/1, 11, , 30, 6, 4, 1
2021/4/2, 23, , 27, 6, 4, 1
2021/4/3, 33, , 26, 4, 6, 1
2021/4/4, 23, , 18, 2, 2, 
2021/4/5, 10, , 14, 5, , 
2021/4/6, 9, , 17, 4, 2, 1
2021/4/7, 13, , 27, 7, , 2
2021/4/8, 61, , 17, 4, , 
2021/4/9, 10, , 16, 2, 1, 
2021/4/10, 9, , 16, 2, 2, 
2021/4/11, 5, , 15, 5, , 1
2021/4/12, 7, , 10, 5, , 2
2021/4/13, 19, , 18, 2, , 
2021/4/14, 11, , 17, 3, 1, 
2021/4/15, 7, , 19, 3, , 
2021/4/16, 8, , 15, 4, 2, 
2021/4/17, 12, , 13, 4, 3, 1
2021/4/18, 18, , 13, 7, 1, 3
2021/4/19, 23, , 16, 5, , 2
2021/4/20, 11, , 15, 6, 1, 1
2021/4/21, 10, , 14, 5, 1, 1
2021/4/22, 15, , 14, 4, 3, 1
2021/4/23, 14, , 18, 5, 1, 
2021/4/24, 19, , 14, 3, 1, 1
2021/4/25, 15, , 12, 4, 2, 1
2021/4/26, 14, , 13, 6, , 2
2021/4/27, 10, , 14, 5, 2, 1
2021/4/28, 14, , 15, 9, 2, 2
2021/4/29, 36, , 14, 9, , 2
2021/4/30, 63, , 25, 11, , 4
2021/5/1, 61, , 19, 10, , 3
2021/5/2, 70, , 12, , 1, 1
2021/5/3, 20, , 13, , , 1
2021/5/4, 15, , 14, , , 1
2021/5/5, 10, , 11, , , 1
2021/5/6, 8, , 11, , , 1
2021/5/7, 14, , 17, , 1, 1
2021/5/8, 18, , 11, , , 1
2021/5/9, 17, , 9, , , 3
2021/5/10, 18, , 19, , , 
2021/5/11, 13, , 20, 9, , 1
2021/5/12, 15, , 19, 7, 1, 2
2021/5/13, 13, , 16, , 3, 1
2021/5/14, 12, , 19, , 1, 
2021/5/18, 28, , 13, 7, , 3
2021/5/19, 31, , 11, 8, 1, 3
2021/5/20, 25, , 11, , , 2
2021/5/21, 26, , 7, 9, 3, 4
2021/5/22, 32, , 11, 9, 2, 3
2021/5/23, 42, , 5, 10, , 3
2021/5/24, 29, , 13, 7, , 3
2021/5/25, 30, , 19, , 1, 
2021/5/26, 16, , 19, , 4, 
2021/5/27, 14, , 19, , , 1
2021/5/28, 14, , 19, , , 2
2021/5/29, 32, , 13, , 1, 3
2021/5/30, 39, , 8, 8, 2, 4
2021/5/31, 45, , 2, 9, 1, 4
2021/6/1, 60, , 9, , , 4
2021/6/2, 54, , 11, , 2, 3
2021/6/3, 34, , 20, , 1, 1
2021/6/4, 20, , 15, , 1, 2
2021/6/5, 38, , 14, , 1, 2
2021/6/6, 18, , 19, , , 3
2021/6/7, 16, , 10, , 2, 2
2021/6/8, 27, , 15, , 17, 1
2021/6/9, 25, , 17, 11, 15, 2
2021/6/10, 8, , 21, 7, , 2
2021/6/11, 15, , 19, 5, , 1
2021/6/12, 7, , 16, 3, , 1
2021/6/13, 10, , 11, 6, , 2
2021/6/14, 22, , 10, 8, , 1
2021/6/15, 18, , 7, 8, , 3
2021/6/16, 31, , 13, 7, 1, 2
2021/6/17, 16, , 7, 10, , 2
2021/6/18, 18, , 12, 8, , 2
2021/6/19, 17, , 14, 9, , 3
2021/6/20, 21, , 8, 9, 1, 1
2021/6/21, 14, , 3, 9, 1, 3
2021/6/22, 25, , 2, 11, , 4
2021/6/23, 55, , 7, 10, , 3
2021/6/24, 28, , 10, 7, , 2
2021/6/25, 14, , 18, 4, 1, 
2021/6/26, 9, , 16, 6, 1, 
2021/6/27, 26, , 12, 10, , 2
2021/6/28, 26, , 5, 11, , 3
2021/6/29, 34, , 5, 9, , 4
2021/6/30, 48, , 7, 10, 1, 3
2021/1/4, 3, , 7, 3, , 
2021/1/5, 3, , 12, , 1, 
2021/1/6, 9, , 10, 2, , 
2021/1/7, 7, , 15, 2, , 
2021/1/8, 4, , 26, 2, , 
2021/1/9, 5, , 26, 4, 6, 1
2021/1/10, 11, , 30, 5, , 1
2021/1/11, 10, , 19, 1, , 
2021/1/12, 10, , 26, 3, , 
2021/1/13, 12, , 17, 1, , 
2021/1/14, 9, , 12, 1, 2, 
2021/1/15, 4, , 11, 2, 3, 
2021/1/16, 5, , 14, 1, 1, 
2021/1/17, 9, , 10, 1, 1, 
2021/1/18, 6, , 12, , 1, 2
2021/1/19, 11, , 18, 3, , 1
2021/1/20, 7, , 26, 3, 1, 
2021/1/21, 6, , 23, 4, , 
2021/1/22, 9, , 21, 2, 4, 
2021/1/23, 10, , 30, 3, 4, 1
2021/1/24, 13, , 28, 7, , 1
2021/1/25, 13, , 14, 2, , 
2021/1/26, 7, , 13, 2, 2, 
2021/1/27, 7, , 11, 1, , 
2021/1/28, 6, , 7, 3, , 
2021/1/29, 5, , 17, 1, , 
2021/1/30, 7, , 16, 2, 27, 
2021/1/31, 7, , 15, 3, 1, 
2021/2/1, 16, , 13, 1, 1, 
2021/2/2, 5, , 12, 3, , 
2021/2/3, 6, , 24, 4, , 
2021/2/4, 9, , 14, 6, , 1
2021/2/5, 12, , 18, 2, 1, 1
2021/2/6, 5, , 13, 1, , 
2021/2/7, 3, , 12, 1, , 
2021/2/8, 8, , 12, 2, , 
2021/2/9, 5, , 12, 2, , 
2021/2/10, 5, , 24, 4, , 1
2021/2/11, 9, , 13, 3, , 
2021/2/12, 11, , 10, 1, , 
2021/2/13, 7, , 13, 2, 5, 
2021/2/14, 6, , 14, 2, 1, 
2021/2/15, 6, , 12, 1, 1, 
2021/2/16, 4, , 12, 1, 1, 
2021/2/17, 8, , 15, 2, , 1
2021/2/18, 11, , 21, 5, 1, 1
2021/2/19, 9, , 23, 5, , 1
2021/2/20, 9, , 14, , , 
2021/2/21, 15, , 13, 1, , 
2021/2/22, 5, , 10, , 1, 
2021/2/23, 6, , 13, 4, 4, 
2021/2/24, 3, , 19, 3, 7, 
2021/2/25, 8, , 13, 4, 4, 
2021/2/26, 5, , 11, 4, 4, 
2021/2/27, 5, , 21, 4, 7, 1
2021/2/28, 9, , 14, 2, 5, 
2021/3/1, 11, , 14, 3, 2, 
2021/3/2, 6, , 14, 3, , 
2021/3/3, 3, , 11, 3, 3, 
2021/3/4, 4, , 15, 1, , 
2021/3/5, 9, , 18, 3, 1, 
2021/3/6, 8, , 22, 2, , 
2021/3/7, 10, , 22, 4, 1, 
2021/3/8, 17, , 14, 2, , 
2021/3/9, 4, , 14, 4, 19, 
2021/3/10, 8, , 23, 6, , 1
2021/3/11, 10, , 27, 6, 6, 1
2021/3/12, 23, , 22, 6, , 1
2021/3/13, 19, , 14, 2, , 
2021/3/14, 5, , 11, 4, 5, 
2021/3/15, 3, , 15, 2, , 
2021/3/16, 6, , 14, 3, , 
2021/3/17, 7, , 12, 5, , 
2021/3/18, 7, , 13, 3, , 
2021/3/19, 7, , 12, 1, , 
2021/3/20, 7, , 12, 1, , 
2021/3/21, 13, , 12, 3, , 1
2021/3/22, 9, , 18, 2, , 1
2021/3/23, 5, , 15, 1, , 
2021/3/24, 2, , 15, 2, 1, 
2021/3/25, 4, , 15, 5, 3, 
2021/3/26, 6, , 13, 4, , 
2021/3/27, 9, , 14, 3, 1, 
2021/3/28, 7, , 16, 2, , 
2021/3/29, 9, , 17, 3, , 
2021/3/30, 8, , 13, 5, 4, 1
2021/3/31, 12, , 24, 5, 1, 1
2020/10/1, 13, , 24, 6, , 1
2020/10/2, 11, , 29, 5, , 1
2020/10/3, 11, , 30, 4, 1, 1
2020/10/4, 14, , 23, 2, , 1
2020/10/5, 7, , 16, 5, , 1
2020/10/6, 7, , 19, 4, , 1
2020/10/7, 6, , 20, 2, , 1
2020/10/8, 4, , 19, 1, , 
2020/10/9, 3, , 22, 1, 1, 
2020/10/10, 9, , 20, 1, , 1
2020/10/11, 8, , 18, 5, 2, 1
2020/10/12, 7, , 20, 2, , 1
2020/10/13, 13, , 20, 3, , 1
2020/10/14, 14, , 23, 4, , 1
2020/10/15, 13, , 18, 3, , 1
2020/10/16, 6, , 18, 2, , 1
2020/10/17, 8, , 20, , , 1
2020/10/18, 6, , 17, 2, , 1
2020/10/19, 7, , 19, 4, , 3
2020/10/20, 6, , 18, 2, , 1
2020/10/21, 12, , 16, 4, , 1
2020/10/22, 6, , 15, 2, , 1
2020/10/23, 12, , 17, 1, , 1
2020/10/24, 11, , 18, 1, , 
2020/10/25, 10, , 19, 3, , 
2020/10/26, 5, , 18, 2, , 
2020/10/27, 8, , 19, 3, , 1
2020/10/28, 3, , 15, 5, 1, 1
2020/10/29, 3, , 15, 4, , 1
2020/10/30, 4, , 16, 2, , 1
2020/10/31, 1, , 20, 1, 2, 
2020/11/1, 8, , 19, 2, , 
2020/11/2, 7, , 24, 3, , 1
2020/11/3, 10, , 18, 6, , 1
2020/11/4, 10, , 17, 1, , 
2020/11/5, 6, , 17, 2, 1, 
2020/11/6, 6, , 16, , , 
2020/11/7, 7, , 17, 1, , 
2020/11/8, 6, , 22, 3, 2, 1
2020/11/9, 6, , 29, 5, 1, 1
2020/11/10, 8, , 24, 6, , 1
2020/11/11, 13, , 25, 5, , 1
2020/11/12, 13, , 24, 1, 2, 
2020/11/13, 6, , 21, 1, , 
2020/11/14, 5, , 24, 2, , 
2020/11/15, 6, , 24, 1, 1, 
2020/11/16, 12, , 16, 3, 3, 
2020/11/17, 10, , 23, 3, , 
2020/11/18, 9, , 28, 6, , 1
2020/11/19, 10, , 24, 2, , 1
2020/11/20, 15, , 18, 1, , 1
2020/11/21, 15, , 35, 4, 2, 1
2020/11/22, 16, , 19, 2, 1, 1
2020/11/23, 9, , 14, 1, 1, 
2020/11/24, 5, , 25, 3, , 1
2020/11/25, 9, , 17, 3, , 
2020/11/26, 12, , 26, 4, 4, 1
2020/11/27, 14, , 20, 4, 2, 1
2020/11/28, 16, , 15, 1, , 
2020/11/29, 8, , 19, 3, , 
2020/11/30, 7, , 18, 4, , 1
2020/12/1, 14, , 16, 2, 3, 
2020/12/2, 10, , 22, 3, 3, 
2020/12/3, 11, , 19, 2, 1, 
2020/12/4, 9, , 19, 4, , 1
2020/12/5, 7, , 15, 2, 4, 
2020/12/6, 5, , 15, 2, 2, 
2020/12/7, 4, , 15, 1, 1, 
2020/12/8, 5, , 17, 1, , 
2020/12/9, 10, , 14, 1, , 
2020/12/10, 6, , 15, 4, , 
2020/12/11, 5, , 14, 1, , 
2020/12/12, 6, , 16, 1, 10, 1
2020/12/13, 10, , 28, 3, , 1
2020/12/14, 7, , 36, 4, 1, 1
2020/12/15, 8, , 11, 2, , 
2020/12/16, 12, , 21, 3, 1, 1
2020/12/17, 12, , 15, 1, , 
2020/12/18, 5, , 14, 2, , 
2020/12/19, 4, , 15, 1, 1, 
2020/12/20, 5, , 13, 3, , 
2020/12/21, 6, , 19, 3, , 
2020/12/22, 4, , 12, 1, , 
2020/12/23, 5, , 13, 1, , 
2020/12/24, 4, , 13, 2, , 
2020/12/25, 5, , 22, 1, 3, 
2020/12/26, 6, , 23, 4, 1, 
2020/12/27, 7, , 13, 1, 1, 
2020/12/28, 5, , 17, 3, 9, 
2020/12/29, 5, , 17, 2, , 
2020/12/30, 5, , 12, 1, , 
2020/12/31, 6, , 13, , , 
2021/1/1, 5, , 15, 1, , 
2021/1/2, 6, , 16, 2, 4, 1
2021/1/3, 6, , 11, 1, , 
2020/7/1, 32, , 20, 5, , 1
2020/7/2, 17, , 18, 4, , 1
2020/7/3, 18, , 19, 4, 1, 1
2020/7/4, 9, , 19, 1, , 1
2020/7/5, 7, , 17, 3, 1, 1
2020/7/6, 10, , 16, 7, , 1
2020/7/7, 12, , 12, 7, , 2
2020/7/8, 25, , 7, 9, , 4
2020/7/9, 43, , 3, 9, , 4
2020/7/10, 39, , , , , 
2020/7/12, 8, , 21, 4, , 2
2020/7/13, 8, , 17, 11, , 2
2020/7/14, 26, , 15, 11, , 2
2020/7/15, 25, , 11, 10, , 3
2020/7/16, 26, , 15, 8, , 2
2020/7/17, 20, , 10, 5, , 2
2020/7/18, 26, , 22, 4, , 2
2020/7/19, 18, , 19, 5, 5, 
2020/7/20, 7, , 15, 5, 3, 1
2020/7/21, 13, , 17, 4, 2, 1
2020/7/22, 15, , 17, 8, , 1
2020/7/23, 26, , 10, 9, , 5
2020/7/24, 40, , 10, 7, , 4
2020/7/25, 43, , 18, 4, , 2
2020/7/26, 39, , 18, 5, , 2
2020/7/27, 25, , 18, 8, , 1
2020/7/28, 11, , 12, 7, 1, 2
2020/7/29, 28, , 8, 11, , 3
2020/7/30, 33, , 13, 8, 1, 2
2020/7/31, 29, , 13, 8, , 4
2020/8/1, 32, , 16, 8, , 5
2020/8/2, 32, , 18, 5, 1, 2
2020/8/3, 29, , 22, 3, 1, 1
2020/8/4, 8, , 23, 2, , 
2020/8/5, 7, , 20, 6, 1, 1
2020/8/6, 14, , 23, 5, , 1
2020/8/7, 16, , 22, 1, , 1
2020/8/8, 4, , 23, 2, , 1
2020/8/9, 9, , 22, 8, , 2
2020/8/10, 25, , 9, 10, , 3
2020/8/11, 32, , 8, 10, , 3
2020/8/12, 30, , 13, 7, , 2
2020/8/13, 28, , 10, 8, , 3
2020/8/14, 22, , 18, 3, , 3
2020/8/15, 25, , 19, 1, , 1
2020/8/16, 10, , 17, 6, 1, 2
2020/8/17, 9, , 19, 5, , 2
2020/8/18, 21, , 20, 7, , 2
2020/8/19, 11, , 20, 3, , 1
2020/8/20, 5, , 22, 2, , 1
2020/8/21, 4, , 21, 1, , 1
2020/8/22, 3, , 24, 3, 1, 
2020/8/23, 6, , 19, 6, 2, 1
2020/8/24, 9, , 16, 4, 1, 1
2020/8/25, 30, , 18, 7, 2, 2
2020/8/26, 31, , 21, 5, , 2
