datetime_AEST,datetime_local,location_id,location_name,BSP,CO,DBT,NO2,O3,PM10,PM25,Sigma60,SO2,SWD,SWS,VWD,VWS
2024-01-12 18:00:00,2024-01-12 19:00:00,10001,Alphington,43.459,0.171,28.486,7.047,42.254,55.432,11.459,27.581,0.115,224.914,1.686,225.915,1.529
2024-01-12 19:00:00,2024-01-12 20:00:00,10001,Alphington,30.303,0.13,28.238,5.348,37.208,12.209,6.295,32.151,0.087,164.554,1.617,164.756,1.418
2024-01-12 20:00:00,2024-01-12 21:00:00,10001,Alphington,22.183,0.12,26.488,5.768,28.664,17.439,10.362,30.316,0.454,180.051,0.87,180.148,0.762
2024-01-12 21:00:00,2024-01-12 22:00:00,10001,Alphington,34.786,0.148,24.186,8.037,24.742,47.279,9.41,24.065,0.379,223.823,1.277,221.867,1.194
2024-01-12 22:00:00,2024-01-12 23:00:00,10001,Alphington,36.445,0.163,22.896,8.649,23.153,20.5,9.005,25.797,0.435,232.028,1.246,227.645,1.149
2024-01-12 23:00:00,2024-01-13 00:00:00,10001,Alphington,45.68,0.154,22.222,5.268,26.068,22.763,8.661,26.563,-0.186,222.24,1.337,222.264,1.226
2024-01-13 00:00:00,2024-01-13 01:00:00,10001,Alphington,,,21.115,,,21.612,12.971,63.405,,225.123,0.487,242.004,0.307
2024-01-13 01:00:00,2024-01-13 02:00:00,10001,Alphington,36.914,0.163,20.641,6.402,18.778,14.42,12.299,19.627,-0.438,231.486,1.047,229.11,0.996
2024-01-13 02:00:00,2024-01-13 03:00:00,10001,Alphington,31.412,0.139,20.475,5.451,22.833,6.015,13.083,26.898,-0.349,214.569,1.086,215.241,0.987
2024-01-13 03:00:00,2024-01-13 04:00:00,10001,Alphington,36.47,0.126,19.922,2.767,27.057,23.074,8.658,22.41,-0.267,195.439,2.002,196.614,1.885
2024-01-13 04:00:00,2024-01-13 05:00:00,10001,Alphington,46.792,0.129,19.657,2.876,26.395,18.908,12.887,27.238,-0.182,186.837,2.028,192.329,1.87
2024-01-13 05:00:00,2024-01-13 06:00:00,10001,Alphington,52.635,0.136,19.253,3.446,23.036,19.082,14.889,39.696,-0.191,153.238,0.871,149.709,0.74
2024-01-13 06:00:00,2024-01-13 07:00:00,10001,Alphington,59.656,0.141,20.033,3.11,23.908,21.028,11.19,38.855,-0.296,154.172,0.966,152.545,0.815
2024-01-13 07:00:00,2024-01-13 08:00:00,10001,Alphington,64.476,0.141,20.793,3.032,24.928,22.058,16.014,37.714,-0.164,165.071,1.249,167.675,1.039
2024-01-13 08:00:00,2024-01-13 09:00:00,10001,Alphington,63.603,0.143,21.176,3.234,22.578,23.633,18.397,30.212,-0.301,173.434,1.6,178.151,1.413
2024-01-13 09:00:00,2024-01-13 10:00:00,10001,Alphington,48.361,0.135,22.131,2.462,21.26,18.261,12.54,28.512,-0.331,178.137,1.902,181.265,1.706
2024-01-13 10:00:00,2024-01-13 11:00:00,10001,Alphington,34.943,0.131,22.277,2.139,19.722,17.774,14.263,28.76,-0.179,177.367,2.066,183.37,1.865
2024-01-13 11:00:00,2024-01-13 12:00:00,10001,Alphington,23.429,0.132,22.797,2.099,16.376,16.061,8.967,24.884,-0.188,195.922,2.906,198.961,2.703
2024-01-13 12:00:00,2024-01-13 13:00:00,10001,Alphington,15.347,0.124,21.968,2.007,15.634,17.001,4.481,24.697,-0.247,192.731,2.665,197.065,2.476
2024-01-13 13:00:00,2024-01-13 14:00:00,10001,Alphington,18.748,0.133,20.384,2.225,12.509,21.752,3.976,23.857,-0.384,183.23,2.095,187.472,1.955
2024-01-13 14:00:00,2024-01-13 15:00:00,10001,Alphington,21.452,0.156,19.298,2.708,11.684,13.054,1.59,26.387,-0.329,179.877,1.882,184.989,1.729
2024-01-13 15:00:00,2024-01-13 16:00:00,10001,Alphington,22.746,0.147,18.778,2.212,12.884,7.922,6.298,23.786,-0.27,184.121,2.431,188.081,2.27
2024-01-13 16:00:00,2024-01-13 17:00:00,10001,Alphington,26.778,0.134,19.39,1.801,13.285,15.311,6.408,27.119,-0.196,181.696,2.181,186.428,1.995
2024-01-13 17:00:00,2024-01-13 18:00:00,10001,Alphington,19.037,0.116,19.691,1.328,15.84,14.566,6.924,22.937,-0.098,190.612,2.844,193.759,2.675
2024-01-13 18:00:00,2024-01-13 19:00:00,10001,Alphington,25.037,0.128,18.6,1.882,14.524,26.452,8.961,27.211,0.038,182.276,2.419,185.461,2.199
2024-01-13 19:00:00,2024-01-13 20:00:00,10001,Alphington,24.008,0.126,17.799,2.501,13.899,26.325,9.013,31.839,-0.059,165.354,1.7,167.901,1.486
2024-01-13 20:00:00,2024-01-13 21:00:00,10001,Alphington,21.132,0.124,17.297,2.23,13.114,26.883,9.803,24.12,0.094,181.864,1.949,185.534,1.815
2024-01-13 21:00:00,2024-01-13 22:00:00,10001,Alphington,19.508,0.123,16.934,2.422,12.336,25.52,5.863,25.096,0.024,182.094,1.631,186.154,1.506
2024-01-13 22:00:00,2024-01-13 23:00:00,10001,Alphington,20.754,0.118,16.664,2.704,11.572,28.197,5.595,21.523,-0.206,192.043,1.368,194.493,1.293
2024-01-13 23:00:00,2024-01-14 00:00:00,10001,Alphington,23.19,0.092,16.275,3.558,10.292,26.674,6.394,21.547,-0.046,190.568,1.035,192.794,0.981
2024-01-14 00:00:00,2024-01-14 01:00:00,10001,Alphington,,,16.65,,,29.22,7.651,23.238,,184.224,1.482,188.974,1.387
2024-01-14 01:00:00,2024-01-14 02:00:00,10001,Alphington,19.309,0.064,16.898,0.944,13.485,22.576,7.813,25.421,0.255,181.182,1.313,185.611,1.215
2024-01-14 02:00:00,2024-01-14 03:00:00,10001,Alphington,19.568,0.065,16.396,1.372,13.48,24.772,8.414,18.676,0.195,190.322,1.609,193.37,1.546
2024-01-14 03:00:00,2024-01-14 04:00:00,10001,Alphington,21.521,0.065,16.329,1.456,12.859,26.471,6.004,18.026,0.283,196.814,1.394,197.7,1.341
2024-01-14 04:00:00,2024-01-14 05:00:00,10001,Alphington,21.419,0.063,16.511,1.25,12.91,26.438,8.441,19.398,0.181,193.929,1.523,195.559,1.457
2024-01-14 05:00:00,2024-01-14 06:00:00,10001,Alphington,21.556,0.068,16.199,1.714,11.887,25.787,6.608,18.347,0.317,194.401,1.599,195.521,1.537
2024-01-14 06:00:00,2024-01-14 07:00:00,10001,Alphington,18.449,0.072,16.673,1.861,12.065,23.608,6.537,22.169,0.289,189.87,1.519,193.433,1.434
2024-01-14 07:00:00,2024-01-14 08:00:00,10001,Alphington,18.201,0.066,17.907,1.407,13.037,22.7,5.446,36.743,0.31,176.293,1.48,182.769,1.283
2024-01-14 08:00:00,2024-01-14 09:00:00,10001,Alphington,17.597,0.067,18.97,1.204,14.074,22.728,5.727,33.177,0.452,181.708,1.801,186.389,1.587
2024-01-14 09:00:00,2024-01-14 10:00:00,10001,Alphington,18.647,0.077,20.482,1.487,15.619,22.223,10.399,41.286,0.287,165.252,2.094,168.796,1.708
2024-01-14 10:00:00,2024-01-14 11:00:00,10001,Alphington,19.602,0.078,22.253,1.664,18.479,26.904,2.693,34.843,0.419,181.239,2.317,186.448,1.998
2024-01-14 11:00:00,2024-01-14 12:00:00,10001,Alphington,18.376,0.069,23.004,1.66,19.17,26.516,9.431,32.203,0.688,212.59,2.912,215.36,2.571
2024-01-14 12:00:00,2024-01-14 13:00:00,10001,Alphington,18.983,0.073,23.431,1.5,19.648,27.007,12.328,27.801,0.719,218.861,3.254,218.844,2.97
2024-01-14 13:00:00,2024-01-14 14:00:00,10001,Alphington,20.709,0.076,23.458,1.528,21.44,26.906,8.601,26.197,0.689,222.266,3.771,222.676,3.462
2024-01-14 14:00:00,2024-01-14 15:00:00,10001,Alphington,20.732,0.077,24.543,1.6,22.228,27.636,7.223,24.675,0.931,214.474,4.162,214.161,3.847
2024-01-14 15:00:00,2024-01-14 16:00:00,10001,Alphington,23.255,0.081,24.875,1.521,23.547,30.231,8.992,27.852,1.052,200.085,3.854,202.992,3.489
2024-01-14 16:00:00,2024-01-14 17:00:00,10001,Alphington,25.234,0.088,23.293,1.706,20.55,29.609,10.364,20.658,1.109,192.284,3.443,194.297,3.273
2024-01-14 17:00:00,2024-01-14 18:00:00,10001,Alphington,25.605,0.1,22.804,2.138,16.427,26.905,12.489,23.822,0.756,210.773,2.789,211.253,2.598
2024-01-14 18:00:00,2024-01-14 19:00:00,10001,Alphington,26.272,0.112,22.557,2.309,14.565,28.172,5.035,23.266,0.684,225.01,2.269,224.104,2.113
2024-01-14 19:00:00,2024-01-14 20:00:00,10001,Alphington,15.768,0.108,22.438,2.433,16.123,7.903,11.828,35.541,0.861,149.623,1.926,147.17,1.686
2024-01-14 20:00:00,2024-01-14 21:00:00,10001,Alphington,8.216,0.092,21.053,1.533,14.921,6.171,4.89,36.428,0.811,148.494,2.04,148.277,1.781
2024-01-14 21:00:00,2024-01-14 22:00:00,10001,Alphington,9.957,0.094,20.231,1.585,14.316,9.295,2.2,44.617,0.9,145.308,1.524,143.674,1.257
2024-01-14 22:00:00,2024-01-14 23:00:00,10001,Alphington,10.235,0.096,19.377,1.593,13.452,9.87,6.517,32.464,0.941,154.075,1.253,152.279,1.108
2024-01-14 23:00:00,2024-01-15 00:00:00,10001,Alphington,12.864,0.092,18.773,1.467,12.926,10.109,5.355,43.995,-0.148,141.644,0.805,145.817,0.648
2024-01-15 00:00:00,2024-01-15 01:00:00,10001,Alphington,,,18.131,,,10.111,2.717,39.548,,129.72,0.63,132.604,0.533
2024-01-15 01:00:00,2024-01-15 02:00:00,10001,Alphington,14.103,0.092,17.363,1.497,9.367,9.695,2.652,75.763,-0.287,214.472,0.231,297.278,0.092
2024-01-15 02:00:00,2024-01-15 03:00:00,10001,Alphington,17.142,0.102,17.77,2.516,7.445,10.87,3.59,58.582,-0.218,237.034,0.265,261.238,0.163
2024-01-15 03:00:00,2024-01-15 04:00:00,10001,Alphington,13.468,0.093,18.373,3.671,7.143,10.676,3.517,96.341,-0.304,167.727,0.382,243.993,0.026
2024-01-15 04:00:00,2024-01-15 05:00:00,10001,Alphington,13.207,0.112,17.505,4.886,4.28,10.507,5.994,41.832,-0.273,274.596,0.372,290.937,0.307
2024-01-15 05:00:00,2024-01-15 06:00:00,10001,Alphington,14.153,0.146,16.685,9.735,0.666,13.901,1.998,39.958,-0.347,229.558,0.412,317.026,0.344
2024-01-15 06:00:00,2024-01-15 07:00:00,10001,Alphington,16.387,0.185,19.166,10.352,2.601,15.802,0.251,32.307,-0.292,286.215,1.046,296.141,0.947
2024-01-15 07:00:00,2024-01-15 08:00:00,10001,Alphington,16.762,0.166,20.325,10.54,4.321,16.731,4.502,34.504,-0.177,277.913,1.208,290.94,1.064
2024-01-15 08:00:00,2024-01-15 09:00:00,10001,Alphington,15.235,0.151,22.211,7.541,8.251,14.2,7.477,76.549,-0.444,222.106,1.018,239.932,0.454
2024-01-15 09:00:00,2024-01-15 10:00:00,10001,Alphington,13.947,0.137,23.14,7.584,9.301,18.084,11.162,73.856,-0.561,135.776,0.66,51.421,0.302
2024-01-15 10:00:00,2024-01-15 11:00:00,10001,Alphington,14.07,0.13,25.471,6.863,13.687,17.748,3.135,83.505,-0.403,195.412,1.235,215.835,0.439
2024-01-15 11:00:00,2024-01-15 12:00:00,10001,Alphington,11.961,0.104,26.753,6.069,18.41,12.358,11.325,68.985,-0.565,143.809,0.826,129.558,0.463
2024-01-15 12:00:00,2024-01-15 13:00:00,10001,Alphington,10.737,0.092,29.212,3.186,27.793,13.491,4.907,81.297,-0.714,162.467,1.15,158.466,0.529
2024-01-15 13:00:00,2024-01-15 14:00:00,10001,Alphington,9.732,0.092,29.956,2.441,33.981,7.943,8.679,65.752,-0.736,160.494,1.184,159.592,0.743
2024-01-15 14:00:00,2024-01-15 15:00:00,10001,Alphington,12.833,0.114,31.062,5.13,41.248,20.249,6.301,38.445,-0.789,175.966,2.088,181.375,1.727
2024-01-15 15:00:00,2024-01-15 16:00:00,10001,Alphington,11.388,0.104,31.207,4.14,39.314,17.392,8.552,47.012,-0.831,166.027,1.925,168.272,1.481
2024-01-15 16:00:00,2024-01-15 17:00:00,10001,Alphington,10.07,0.096,31.333,2.866,28.345,13.922,5.991,42.019,-0.821,141.643,1.888,142.719,1.541
2024-01-15 17:00:00,2024-01-15 18:00:00,10001,Alphington,11.576,0.104,30.612,2.251,20.727,17.185,3.517,44.073,-0.911,139.491,1.758,140.395,1.459
2024-01-15 18:00:00,2024-01-15 19:00:00,10001,Alphington,13.916,0.092,28.369,2.116,16.346,18.444,2.352,40.832,-0.883,139.527,1.796,140.474,1.526
2024-01-15 19:00:00,2024-01-15 20:00:00,10001,Alphington,15.512,0.102,26.187,2.348,13.477,18.222,1.454,37.189,-0.762,138.444,1.493,138.877,1.301
2024-01-15 20:00:00,2024-01-15 21:00:00,10001,Alphington,16.737,0.104,24.438,3.007,11.398,18.177,1.632,36.953,-0.443,127.526,0.703,129.981,0.597
2024-01-15 21:00:00,2024-01-15 22:00:00,10001,Alphington,17.433,0.12,23.148,4.979,8.19,20.239,2.582,58.127,-0.306,135.647,0.415,135.061,0.287
2024-01-15 22:00:00,2024-01-15 23:00:00,10001,Alphington,17.228,0.13,22.131,6.696,5.242,17.329,2.075,74.542,-0.338,137.868,0.352,18.863,0.17
2024-01-15 23:00:00,2024-01-16 00:00:00,10001,Alphington,14.797,0.115,22.797,2.407,9.817,10.85,5.652,29.827,-0.285,61.711,0.848,39.28,0.77
2024-01-16 00:00:00,2024-01-16 01:00:00,10001,Alphington,,,21.766,,,23.137,6.056,54.671,,102.71,0.444,41.148,0.338
2024-01-16 01:00:00,2024-01-16 02:00:00,10001,Alphington,11.73,0.124,21.391,4.66,5.057,13.481,5.211,43.788,-0.312,190.736,0.624,341.259,0.467
2024-01-16 02:00:00,2024-01-16 03:00:00,10001,Alphington,6.8,0.106,22.498,3.736,12.218,,2.045,51.736,-0.249,184.939,1.325,356.136,0.992
2024-01-16 03:00:00,2024-01-16 04:00:00,10001,Alphington,5.884,0.096,22.186,2.509,13.706,5.932,3.641,43.378,-0.041,124.719,1.426,11.303,1.13
2024-01-16 04:00:00,2024-01-16 05:00:00,10001,Alphington,6.597,0.105,21.15,2.915,12.287,6.585,2.099,33.879,-0.092,114.449,1.137,16.21,1.007
2024-01-16 05:00:00,2024-01-16 06:00:00,10001,Alphington,8.716,0.125,20.556,7.934,8.129,9.943,1.42,30.527,-0.063,111.557,1.113,12.906,1.028
2024-01-16 06:00:00,2024-01-16 07:00:00,10001,Alphington,7.976,0.157,20.518,11.89,4.246,14.366,1.296,56.8,-0.181,131.106,0.622,16.918,0.467
2024-01-16 07:00:00,2024-01-16 08:00:00,10001,Alphington,5.523,,24.503,,,3.864,4.604,22.226,,50.319,2.965,25.613,2.807
2024-01-16 08:00:00,2024-01-16 09:00:00,10001,Alphington,7.012,,25.834,,,17.11,6.437,29.358,,88.045,2.754,19.237,2.52
2024-01-16 09:00:00,2024-01-16 10:00:00,10001,Alphington,7.142,,27.234,,,17.265,8.452,30.412,,96.617,2.752,17.834,2.509
2024-01-16 10:00:00,2024-01-16 11:00:00,10001,Alphington,6.89,,29.054,,,14.644,-0.41,33.497,,97.637,2.859,18.191,2.56
2024-01-16 11:00:00,2024-01-16 12:00:00,10001,Alphington,6.801,,30.87,,,12.884,8.907,32.655,,101.989,2.77,17.954,2.497
2024-01-16 12:00:00,2024-01-16 13:00:00,10001,Alphington,7.611,,32.374,,,15.949,8.902,32.47,,93.634,2.785,20.999,2.518
2024-01-16 13:00:00,2024-01-16 14:00:00,10001,Alphington,8.025,,33.014,,,18.812,7.94,35.232,,95.274,2.838,22.674,2.531
2024-01-16 14:00:00,2024-01-16 15:00:00,10001,Alphington,8.261,,33.462,,,18.373,3.967,37.907,,94.739,2.803,20.629,2.406
2024-01-16 15:00:00,2024-01-16 16:00:00,10001,Alphington,8.946,0.119,33.485,2.894,31.233,17.734,2.864,28.296,-0.464,78.404,2.971,21.851,2.726
2024-01-16 16:00:00,2024-01-16 17:00:00,10001,Alphington,9.832,0.113,33.324,2.895,32.351,17.546,1.955,32.782,-0.301,88.128,3.192,21.566,2.859
2024-01-16 17:00:00,2024-01-16 18:00:00,10001,Alphington,10.356,0.118,32.342,2.616,33.809,19.958,8.082,27.787,-0.271,78.675,3.179,22.253,2.935
2024-01-16 18:00:00,2024-01-16 19:00:00,10001,Alphington,10.394,0.116,30.571,2.541,34.911,18.296,-0.425,34.872,-0.386,133.577,2.437,9.092,2.135
2024-01-16 19:00:00,2024-01-16 20:00:00,10001,Alphington,9.728,0.117,29.359,2.684,33.99,19.05,1.831,30.222,-0.179,105.131,2.337,14.417,2.123
2024-01-16 20:00:00,2024-01-16 21:00:00,10001,Alphington,9.262,0.122,28.214,3.713,31.935,19.247,2.762,20.45,-0.179,72.985,2.572,17.279,2.458
2024-01-16 21:00:00,2024-01-16 22:00:00,10001,Alphington,8.55,0.12,27.37,3.395,32.652,18.872,4.29,24.2,0.043,89.838,2.462,15.753,2.311
2024-01-16 22:00:00,2024-01-16 23:00:00,10001,Alphington,7.742,0.119,26.404,2.802,32.074,13.91,2.167,22.338,0.073,76.276,2.296,18.436,2.17
2024-01-16 23:00:00,2024-01-17 00:00:00,10001,Alphington,6.614,0.105,25.841,2.595,32.824,7.702,4.36,20.008,0.435,52.381,3.335,23.622,3.183
2024-01-17 00:00:00,2024-01-17 01:00:00,10001,Alphington,,,25.18,,,7.811,1.735,16.529,,52.661,2.216,19.066,2.137
2024-01-17 01:00:00,2024-01-17 02:00:00,10001,Alphington,3.909,0.094,24.609,1.402,32.342,8.513,2.727,22.437,0.34,68.215,3.141,18.198,2.979
2024-01-17 02:00:00,2024-01-17 03:00:00,10001,Alphington,3.313,0.104,23.97,1.596,31.161,7.79,-1.956,23.639,0.292,80.692,2.301,17.076,2.16
2024-01-17 03:00:00,2024-01-17 04:00:00,10001,Alphington,2.909,0.109,23.596,1.5,29.916,4.952,3.256,17.932,0.493,53.905,2.824,20.021,2.719
2024-01-17 04:00:00,2024-01-17 05:00:00,10001,Alphington,2.697,0.114,23.581,1.91,29.05,6.557,1.379,22.783,0.488,81.007,2.882,16.631,2.734
2024-01-17 05:00:00,2024-01-17 06:00:00,10001,Alphington,2.775,0.122,23.3,3.308,25.853,5.245,2.28,16.086,0.304,46.46,3.088,20.924,2.989
2024-01-17 06:00:00,2024-01-17 07:00:00,10001,Alphington,4.455,0.151,23.164,7.217,20.073,16.838,3.054,50.905,0.317,144.21,1.85,353.559,1.238
2024-01-17 07:00:00,2024-01-17 08:00:00,10001,Alphington,7.085,0.176,20.656,10.638,13.442,26.594,3.893,35.341,0.16,272.183,1.514,288.165,1.292
2024-01-17 08:00:00,2024-01-17 09:00:00,10001,Alphington,12.338,0.218,19.5,20.271,4.216,12.125,2.741,57.994,0.204,226.454,1.038,259.733,0.727
2024-01-17 09:00:00,2024-01-17 10:00:00,10001,Alphington,6.379,0.189,18.556,16.815,5.205,,4.798,24.227,0.107,242.013,1.806,241.93,1.666
2024-01-17 10:00:00,2024-01-17 11:00:00,10001,Alphington,4.592,0.16,17.968,8.662,10.123,0.783,0.555,25.775,0.036,221.302,2.054,220.67,1.896
2024-01-17 11:00:00,2024-01-17 12:00:00,10001,Alphington,12.903,0.155,17.694,6.898,11.841,5.013,6.499,24.168,-0.041,234.909,2.221,234.71,2.049
2024-01-17 12:00:00,2024-01-17 13:00:00,10001,Alphington,13.326,0.158,18.497,5.252,13.849,7.608,4.174,34.287,-0.166,208.977,1.514,212.998,1.322
2024-01-17 13:00:00,2024-01-17 14:00:00,10001,Alphington,17.012,0.141,20.204,3.761,18.81,6.498,1.807,36.66,0.066,179.347,1.541,182.669,1.291
2024-01-17 14:00:00,2024-01-17 15:00:00,10001,Alphington,22.333,0.136,21.288,2.698,22.022,16.238,1.216,28.105,0.193,182.159,2.085,185.302,1.893
2024-01-17 15:00:00,2024-01-17 16:00:00,10001,Alphington,21.582,0.144,21.971,2.037,19.515,19.216,7.799,36.327,0.137,190.05,2.165,195.626,1.836
2024-01-17 16:00:00,2024-01-17 17:00:00,10001,Alphington,17.868,,21.922,1.894,20.498,14.508,10.965,36.875,0.208,194.191,1.872,199.44,1.585
2024-01-17 17:00:00,2024-01-17 18:00:00,10001,Alphington,14.446,0.133,22.143,2.42,21.195,13.58,4.033,30.304,0.194,214.282,2.225,216.749,2.0
2024-01-17 18:00:00,2024-01-17 19:00:00,10001,Alphington,16.473,0.13,19.889,3.84,19.03,20.917,8.123,31.417,0.298,216.777,1.584,215.85,1.432
2024-01-17 19:00:00,2024-01-17 20:00:00,10001,Alphington,14.691,0.124,19.645,5.499,17.002,8.998,2.548,24.42,0.242,241.633,2.117,241.822,1.97
2024-01-17 20:00:00,2024-01-17 21:00:00,10001,Alphington,10.204,0.137,19.023,5.174,15.038,12.907,1.117,25.555,0.116,261.274,1.952,259.402,1.795
2024-01-17 21:00:00,2024-01-17 22:00:00,10001,Alphington,8.95,0.142,18.004,6.254,12.487,13.941,4.006,25.624,-0.076,261.5,1.822,262.267,1.675
2024-01-17 22:00:00,2024-01-17 23:00:00,10001,Alphington,6.501,0.108,17.183,5.044,12.91,10.073,3.452,22.595,-0.044,254.503,2.677,253.935,2.503
2024-01-17 23:00:00,2024-01-18 00:00:00,10001,Alphington,6.707,0.076,16.029,3.741,13.531,8.645,-0.631,25.228,-0.152,259.928,1.635,260.244,1.515
2024-01-18 00:00:00,2024-01-18 01:00:00,10001,Alphington,,,15.231,,,8.804,2.984,29.867,,267.946,1.203,269.381,1.084
2024-01-18 01:00:00,2024-01-18 02:00:00,10001,Alphington,7.084,0.066,14.892,1.83,13.722,8.909,3.089,25.51,-0.064,282.619,1.582,285.347,1.461
2024-01-18 02:00:00,2024-01-18 03:00:00,10001,Alphington,7.572,0.067,14.281,2.164,12.619,10.073,2.67,30.82,0.026,282.517,1.086,296.448,0.987
2024-01-18 03:00:00,2024-01-18 04:00:00,10001,Alphington,8.176,0.07,14.551,2.686,11.659,10.513,0.282,35.738,-0.186,271.806,0.933,309.236,0.811
2024-01-18 04:00:00,2024-01-18 05:00:00,10001,Alphington,11.497,0.073,14.22,3.189,11.683,14.226,5.894,33.101,-0.23,278.095,1.335,294.324,1.208
2024-01-18 05:00:00,2024-01-18 06:00:00,10001,Alphington,12.999,0.109,13.651,7.429,7.3,14.454,5.22,42.937,-0.204,238.964,0.729,326.155,0.584
2024-01-18 06:00:00,2024-01-18 07:00:00,10001,Alphington,15.539,0.129,14.718,9.716,6.294,17.009,2.73,50.103,-0.192,247.262,1.342,308.539,1.074
2024-01-18 07:00:00,2024-01-18 08:00:00,10001,Alphington,10.157,0.092,16.543,3.483,12.811,12.766,3.509,29.613,-0.233,273.533,3.021,275.536,2.706
2024-01-18 08:00:00,2024-01-18 09:00:00,10001,Alphington,7.202,0.085,17.915,2.428,14.541,11.989,4.911,27.782,-0.328,271.665,3.685,272.687,3.326
2024-01-18 09:00:00,2024-01-18 10:00:00,10001,Alphington,5.558,0.086,18.803,2.538,16.875,12.169,3.496,23.693,-0.214,262.138,3.732,262.437,3.455
2024-01-18 10:00:00,2024-01-18 11:00:00,10001,Alphington,4.689,0.082,19.237,1.94,18.314,9.971,3.038,26.977,-0.054,268.693,4.221,269.711,3.81
2024-01-18 11:00:00,2024-01-18 12:00:00,10001,Alphington,3.862,0.092,20.651,2.047,18.675,13.461,0.93,26.465,-0.155,266.358,4.299,266.939,3.923
2024-01-18 12:00:00,2024-01-18 13:00:00,10001,Alphington,4.034,0.089,20.919,2.249,20.056,10.729,2.245,27.055,-0.127,270.411,4.679,273.12,4.229
2024-01-18 13:00:00,2024-01-18 14:00:00,10001,Alphington,5.949,0.114,20.64,3.097,19.352,14.516,2.704,26.521,-0.074,259.171,3.843,259.541,3.483
2024-01-18 14:00:00,2024-01-18 15:00:00,10001,Alphington,8.803,0.096,22.317,3.211,20.114,15.668,-0.455,25.793,-0.14,253.066,4.458,254.224,4.077
2024-01-18 15:00:00,2024-01-18 16:00:00,10001,Alphington,12.005,0.093,22.06,3.464,20.328,20.689,3.7,25.133,-0.032,247.851,4.132,247.767,3.805
2024-01-18 16:00:00,2024-01-18 17:00:00,10001,Alphington,21.11,0.092,22.285,2.985,20.958,29.69,4.251,23.946,0.085,250.556,4.103,250.454,3.807
2024-01-18 17:00:00,2024-01-18 18:00:00,10001,Alphington,25.245,0.084,20.9,2.726,20.344,39.353,15.861,25.333,-0.033,250.444,4.142,250.336,3.802
2024-01-18 18:00:00,2024-01-18 19:00:00,10001,Alphington,23.601,0.081,18.864,2.545,17.101,34.584,9.886,24.409,-0.259,254.101,4.258,253.713,3.95
2024-01-18 19:00:00,2024-01-18 20:00:00,10001,Alphington,16.431,0.078,17.971,2.208,14.462,24.611,7.163,24.319,-0.194,260.499,3.467,261.1,3.198
2024-01-18 20:00:00,2024-01-18 21:00:00,10001,Alphington,11.954,0.077,17.291,2.376,13.226,18.413,6.758,24.864,-0.189,257.789,3.343,258.348,3.062
2024-01-18 21:00:00,2024-01-18 22:00:00,10001,Alphington,12.396,0.072,16.834,2.452,13.117,17.635,4.138,24.612,-0.199,261.516,2.851,261.746,2.619
2024-01-18 22:00:00,2024-01-18 23:00:00,10001,Alphington,14.052,0.074,16.633,3.378,12.232,17.847,4.579,25.74,-0.125,259.088,2.905,259.389,2.656
2024-01-18 23:00:00,2024-01-19 00:00:00,10001,Alphington,14.168,0.075,16.403,3.443,13.533,18.541,1.789,24.705,0.009,256.735,2.705,256.18,2.491
2024-01-19 00:00:00,2024-01-19 01:00:00,10001,Alphington,,,16.168,,,18.979,5.441,24.782,,264.34,2.506,264.865,2.314
2024-01-19 01:00:00,2024-01-19 02:00:00,10001,Alphington,14.024,0.075,16.022,2.37,13.821,17.391,4.925,24.335,0.271,253.424,2.446,252.646,2.262
2024-01-19 02:00:00,2024-01-19 03:00:00,10001,Alphington,15.543,0.075,15.884,2.805,13.47,20.003,5.529,26.47,0.215,263.555,2.14,264.188,1.946
2024-01-19 03:00:00,2024-01-19 04:00:00,10001,Alphington,14.218,0.076,15.601,2.288,14.243,20.722,8.438,25.772,0.104,260.086,2.378,260.896,2.181
2024-01-19 04:00:00,2024-01-19 05:00:00,10001,Alphington,10.54,0.082,14.843,2.549,13.987,15.897,7.046,25.851,0.142,266.789,2.526,267.85,2.304
2024-01-19 05:00:00,2024-01-19 06:00:00,10001,Alphington,8.23,0.095,14.886,5.029,11.372,16.829,3.7,25.905,0.273,257.565,2.346,257.818,2.144
2024-01-19 06:00:00,2024-01-19 07:00:00,10001,Alphington,7.43,0.115,15.288,8.875,8.047,10.596,-0.208,25.896,0.117,265.494,2.115,267.489,1.948
2024-01-19 07:00:00,2024-01-19 08:00:00,10001,Alphington,9.088,0.124,15.884,10.588,7.036,14.211,6.189,27.314,0.153,265.628,1.967,266.874,1.785
2024-01-19 08:00:00,2024-01-19 09:00:00,10001,Alphington,8.172,0.113,17.208,8.502,9.765,10.966,1.631,28.461,0.247,253.258,1.759,253.439,1.573
2024-01-19 09:00:00,2024-01-19 10:00:00,10001,Alphington,7.309,0.102,18.245,7.376,12.049,10.013,4.623,32.207,0.354,254.541,1.577,257.798,1.385
2024-01-19 10:00:00,2024-01-19 11:00:00,10001,Alphington,8.767,0.096,18.631,7.433,12.331,12.628,6.178,28.3,0.197,251.191,2.044,249.492,1.844
2024-01-19 11:00:00,2024-01-19 12:00:00,10001,Alphington,8.852,0.098,18.689,7.835,12.681,12.813,8.1,28.029,0.223,244.114,1.99,244.143,1.783
2024-01-19 12:00:00,2024-01-19 13:00:00,10001,Alphington,9.922,0.09,18.932,6.194,15.005,16.195,4.196,29.924,0.101,219.672,2.111,218.924,1.884
