datetime_AEST,datetime_local,location_id,location_name,BSP,CO,DBT,NO2,O3,PM10,PM25,Sigma60,SO2,SWD,SWS,VWD,VWS
2024-01-19 13:00:00,2024-01-19 14:00:00,10001,Alphington,7.726,0.094,19.689,3.259,18.044,13.051,4.93,41.265,0.105,176.268,1.492,185.782,1.245
2024-01-19 14:00:00,2024-01-19 15:00:00,10001,Alphington,7.701,0.094,20.826,3.132,21.688,9.234,1.191,45.489,0.152,192.85,1.522,200.371,1.224
2024-01-19 15:00:00,2024-01-19 16:00:00,10001,Alphington,7.57,0.098,21.355,3.155,22.546,7.276,10.462,46.641,0.14,197.552,1.328,194.934,1.027
2024-01-19 16:00:00,2024-01-19 17:00:00,10001,Alphington,8.026,0.1,22.091,3.093,23.543,10.793,2.416,70.015,0.094,176.658,1.062,184.391,0.564
2024-01-19 17:00:00,2024-01-19 18:00:00,10001,Alphington,11.545,0.118,20.643,3.615,19.529,17.012,9.525,53.259,0.176,191.043,1.353,208.771,1.092
2024-01-19 18:00:00,2024-01-19 19:00:00,10001,Alphington,13.745,0.116,19.948,4.028,18.024,16.969,0.273,28.798,0.199,209.547,1.531,212.25,1.391
2024-01-19 19:00:00,2024-01-19 20:00:00,10001,Alphington,14.792,0.131,18.938,4.745,17.004,16.951,3.551,30.702,0.167,209.518,1.147,210.365,1.027
2024-01-19 20:00:00,2024-01-19 21:00:00,10001,Alphington,14.413,0.139,18.223,5.863,14.335,16.141,5.415,41.708,0.408,209.026,0.578,208.171,0.466
2024-01-19 21:00:00,2024-01-19 22:00:00,10001,Alphington,14.81,0.197,16.923,9.227,8.133,14.921,6.585,54.361,0.119,158.194,0.298,159.028,0.216
2024-01-19 22:00:00,2024-01-19 23:00:00,10001,Alphington,16.913,0.176,15.661,9.027,5.767,11.744,7.316,82.816,0.046,144.872,0.331,64.972,0.081
2024-01-19 23:00:00,2024-01-20 00:00:00,10001,Alphington,16.977,0.154,14.601,7.281,4.922,10.598,5.254,94.193,-0.174,163.817,0.315,312.235,0.034
2024-01-20 00:00:00,2024-01-20 01:00:00,10001,Alphington,,,14.151,,,8.946,5.396,95.274,,154.356,0.238,91.58,0.029
2024-01-20 01:00:00,2024-01-20 02:00:00,10001,Alphington,30.474,0.16,13.845,8.394,1.153,13.206,5.811,88.518,-0.217,207.092,0.288,300.162,0.11
2024-01-20 02:00:00,2024-01-20 03:00:00,10001,Alphington,19.251,0.146,13.728,5.942,2.188,9.96,10.141,49.181,-0.289,103.156,0.297,79.72,0.231
2024-01-20 03:00:00,2024-01-20 04:00:00,10001,Alphington,14.478,0.136,13.356,6.139,1.482,11.081,7.377,56.982,-0.138,105.829,0.301,64.639,0.211
2024-01-20 04:00:00,2024-01-20 05:00:00,10001,Alphington,13.93,0.15,13.43,5.515,0.532,11.922,1.232,34.804,-0.122,93.104,0.311,85.226,0.264
2024-01-20 05:00:00,2024-01-20 06:00:00,10001,Alphington,13.275,0.136,13.582,5.089,1.167,11.846,1.262,31.183,-0.189,71.721,0.439,62.318,0.386
2024-01-20 06:00:00,2024-01-20 07:00:00,10001,Alphington,13.51,0.132,14.219,4.49,2.239,13.013,4.667,27.224,-0.154,67.534,0.542,58.861,0.49
2024-01-20 07:00:00,2024-01-20 08:00:00,10001,Alphington,12.363,0.128,15.162,3.115,2.852,10.557,3.544,30.359,-0.228,70.689,0.711,60.202,0.634
2024-01-20 08:00:00,2024-01-20 09:00:00,10001,Alphington,11.841,0.138,16.712,2.752,3.966,12.305,0.41,31.342,-0.202,74.92,0.623,62.918,0.559
2024-01-20 09:00:00,2024-01-20 10:00:00,10001,Alphington,12.405,0.169,19.07,4.172,4.849,17.462,2.21,33.81,-0.177,72.853,0.675,61.728,0.588
2024-01-20 10:00:00,2024-01-20 11:00:00,10001,Alphington,10.438,0.161,22.584,4.427,15.201,11.935,5.156,42.103,-0.098,86.307,1.843,23.119,1.631
2024-01-20 11:00:00,2024-01-20 12:00:00,10001,Alphington,7.457,0.106,25.888,2.864,28.55,10.238,7.99,27.969,0.047,86.172,2.867,18.302,2.661
2024-01-20 12:00:00,2024-01-20 13:00:00,10001,Alphington,7.4,0.099,26.937,2.31,31.264,13.182,10.368,31.239,0.077,107.741,2.656,14.362,2.418
2024-01-20 13:00:00,2024-01-20 14:00:00,10001,Alphington,7.724,0.1,26.572,2.503,32.02,15.483,7.3,22.73,0.081,63.87,2.683,21.294,2.528
2024-01-20 14:00:00,2024-01-20 15:00:00,10001,Alphington,7.527,0.112,27.479,2.631,31.828,10.451,5.502,40.08,0.128,140.443,1.989,9.09,1.689
2024-01-20 15:00:00,2024-01-20 16:00:00,10001,Alphington,7.612,0.103,29.291,2.271,34.025,13.551,2.767,22.829,0.104,66.199,3.155,21.635,2.981
2024-01-20 16:00:00,2024-01-20 17:00:00,10001,Alphington,7.925,0.101,29.34,1.884,35.698,14.449,10.761,25.329,0.139,60.556,2.917,25.189,2.724
2024-01-20 17:00:00,2024-01-20 18:00:00,10001,Alphington,7.643,0.097,29.159,2.051,35.738,11.522,8.155,22.755,0.225,64.802,3.23,19.123,3.065
2024-01-20 18:00:00,2024-01-20 19:00:00,10001,Alphington,8.667,0.11,27.362,2.752,34.239,11.857,9.332,27.011,0.081,52.723,2.098,32.249,1.937
2024-01-20 19:00:00,2024-01-20 20:00:00,10001,Alphington,8.782,0.119,25.775,4.187,30.68,11.949,-0.385,26.82,0.302,55.394,1.19,41.574,1.092
2024-01-20 20:00:00,2024-01-20 21:00:00,10001,Alphington,7.794,0.123,24.321,3.834,30.664,13.967,3.739,31.583,0.337,62.745,0.92,41.955,0.83
2024-01-20 21:00:00,2024-01-20 22:00:00,10001,Alphington,7.727,0.137,22.82,5.316,27.942,14.645,-0.426,27.26,0.253,63.198,0.515,43.893,0.472
2024-01-20 22:00:00,2024-01-20 23:00:00,10001,Alphington,7.586,0.133,20.751,5.097,25.814,18.425,1.365,82.554,0.296,141.69,0.697,299.298,0.157
2024-01-20 23:00:00,2024-01-21 00:00:00,10001,Alphington,8.135,0.174,20.063,9.309,19.327,16.978,-0.489,66.568,-0.102,209.383,0.802,223.248,0.522
2024-01-21 00:00:00,2024-01-21 01:00:00,10001,Alphington,,,19.435,,,13.743,6.636,35.668,,249.609,0.883,252.714,0.779
2024-01-21 01:00:00,2024-01-21 02:00:00,10001,Alphington,10.54,0.119,20.357,7.238,22.168,21.606,5.063,30.269,-0.162,241.68,1.16,236.747,1.021
2024-01-21 02:00:00,2024-01-21 03:00:00,10001,Alphington,12.955,0.106,18.89,9.51,18.432,19.597,6.67,31.375,0.282,262.132,0.94,260.03,0.821
2024-01-21 03:00:00,2024-01-21 04:00:00,10001,Alphington,13.809,0.098,17.723,5.867,22.197,21.991,6.583,31.488,0.082,225.727,0.94,226.699,0.842
2024-01-21 04:00:00,2024-01-21 05:00:00,10001,Alphington,19.655,0.092,16.735,4.777,19.578,23.477,7.488,25.393,-0.169,256.331,1.75,255.48,1.605
2024-01-21 05:00:00,2024-01-21 06:00:00,10001,Alphington,25.538,0.094,16.245,6.142,14.601,23.454,3.331,29.76,-0.247,259.089,1.482,256.47,1.32
2024-01-21 06:00:00,2024-01-21 07:00:00,10001,Alphington,24.711,0.102,16.585,5.417,14.789,20.123,8.933,27.667,-0.456,282.997,1.334,286.53,1.216
2024-01-21 07:00:00,2024-01-21 08:00:00,10001,Alphington,23.773,0.102,17.567,5.479,15.164,20.146,6.932,30.034,-0.378,259.104,1.53,260.36,1.359
2024-01-21 08:00:00,2024-01-21 09:00:00,10001,Alphington,23.955,0.099,18.965,4.413,17.344,21.936,10.047,31.93,-0.174,236.931,2.016,235.585,1.752
2024-01-21 09:00:00,2024-01-21 10:00:00,10001,Alphington,22.648,0.099,19.983,2.902,19.425,17.352,8.591,30.849,-0.086,220.857,2.038,221.051,1.812
2024-01-21 10:00:00,2024-01-21 11:00:00,10001,Alphington,23.121,0.09,20.722,1.977,20.05,32.419,6.146,28.45,-0.186,210.694,2.798,211.156,2.56
2024-01-21 11:00:00,2024-01-21 12:00:00,10001,Alphington,28.617,0.108,18.503,1.98,18.382,28.085,11.871,25.078,-0.429,219.995,2.927,219.677,2.69
2024-01-21 12:00:00,2024-01-21 13:00:00,10001,Alphington,23.786,0.099,19.012,2.309,17.34,18.6,0.757,26.808,-0.318,219.247,3.031,220.951,2.776
2024-01-21 13:00:00,2024-01-21 14:00:00,10001,Alphington,24.224,0.106,18.752,1.902,15.895,20.18,8.164,26.256,-0.232,198.599,2.636,200.931,2.434
2024-01-21 14:00:00,2024-01-21 15:00:00,10001,Alphington,18.074,0.083,21.113,1.323,19.231,15.363,3.398,23.12,-0.178,191.805,3.488,194.553,3.275
2024-01-21 15:00:00,2024-01-21 16:00:00,10001,Alphington,11.244,0.078,21.87,0.947,18.422,9.967,10.756,24.135,-0.123,199.277,3.885,199.491,3.641
2024-01-21 16:00:00,2024-01-21 17:00:00,10001,Alphington,13.004,0.079,20.773,1.011,17.363,27.086,5.144,22.856,-0.044,195.228,3.361,196.446,3.163
2024-01-21 17:00:00,2024-01-21 18:00:00,10001,Alphington,11.072,0.075,20.035,1.105,16.394,15.969,4.018,23.517,-0.024,199.884,3.222,201.066,3.013
2024-01-21 18:00:00,2024-01-21 19:00:00,10001,Alphington,11.85,0.072,19.062,1.119,15.876,15.464,3.87,21.276,-0.174,186.704,3.313,190.658,3.145
