datetime_local,datetime_AEST,location_id,location_name,BSP,CO,DBT,NO2,O3,PM10,PM25,Sigma60,SO2,SWD,SWS,VWD,VWS,risk_label,risk_label_future,BSP_lag1,BSP_lag2,BSP_lag3,BSP_lag6,CO_lag1,CO_lag2,CO_lag3,CO_lag6,DBT_lag1,DBT_lag2,DBT_lag3,DBT_lag6,NO2_lag1,NO2_lag2,NO2_lag3,NO2_lag6,O3_lag1,O3_lag2,O3_lag3,O3_lag6,PM10_lag1,PM10_lag2,PM10_lag3,PM10_lag6,PM25_lag1,PM25_lag2,PM25_lag3,PM25_lag6,Sigma60_lag1,Sigma60_lag2,Sigma60_lag3,Sigma60_lag6,SO2_lag1,SO2_lag2,SO2_lag3,SO2_lag6,SWD_lag1,SWD_lag2,SWD_lag3,SWD_lag6,SWS_lag1,SWS_lag2,SWS_lag3,SWS_lag6,VWD_lag1,VWD_lag2,VWD_lag3,VWD_lag6,VWS_lag1,VWS_lag2,VWS_lag3,VWS_lag6
2024-02-09 17:00:00,2024-02-09 16:00:00,10001,Alphington,11.141,0.092,22.337,2.232,19.526,14.214,8.647,27.186,0.377,196.228,3.159,199.591,2.896,0,0,10.424,11.625,13.85,18.214,0.09,0.092,0.09,0.093,22.77,22.859,22.88,21.412,2.568,2.642,2.714,3.037,19.6,21.917,22.489,20.007,18.398,16.013,17.522,16.057,4.281,3.914,8.307,7.545,24.818,27.126,28.269,27.518,0.49,0.464,0.397,0.404,204.514,208.973,202.304,202.413,3.657,3.376,2.859,2.755,206.1,211.696,205.768,206.01,3.38,3.086,2.602,2.516
2024-02-09 18:00:00,2024-02-09 17:00:00,10001,Alphington,11.169,0.098,21.489,2.155,18.773,15.278,4.327,23.234,0.425,190.744,3.051,194.204,2.873,0,0,11.141,10.424,11.625,16.191,0.092,0.09,0.092,0.121,22.337,22.77,22.859,22.296,2.232,2.568,2.642,3.396,19.526,19.6,21.917,20.096,14.214,18.398,16.013,16.05,8.647,4.281,3.914,7.199,27.186,24.818,27.126,26.918,0.377,0.49,0.464,0.419,196.228,204.514,208.973,201.869,3.159,3.657,3.376,2.88,199.591,206.1,211.696,202.818,2.896,3.38,3.086,2.638
2024-02-09 19:00:00,2024-02-09 18:00:00,10001,Alphington,10.297,0.086,19.76,1.963,17.571,14.232,4.76,20.254,0.463,193.042,3.135,195.505,2.982,0,0,11.169,11.141,10.424,14.73,0.098,0.092,0.09,0.095,21.489,22.337,22.77,22.729,2.155,2.232,2.568,2.954,18.773,19.526,19.6,21.406,15.278,14.214,18.398,18.407,4.327,8.647,4.281,9.168,23.234,27.186,24.818,29.849,0.425,0.377,0.49,0.464,190.744,196.228,204.514,205.401,3.051,3.159,3.657,2.904,194.204,199.591,206.1,208.28,2.873,2.896,3.38,2.601
2024-02-09 20:00:00,2024-02-09 19:00:00,10001,Alphington,9.877,0.097,18.914,2.409,14.448,13.476,2.514,25.521,0.395,179.871,2.163,184.717,1.991,0,0,10.297,11.169,11.141,13.85,0.086,0.098,0.092,0.09,19.76,21.489,22.337,22.88,1.963,2.155,2.232,2.714,17.571,18.773,19.526,22.489,14.232,15.278,14.214,17.522,4.76,4.327,8.647,8.307,20.254,23.234,27.186,28.269,0.463,0.425,0.377,0.397,193.042,190.744,196.228,202.304,3.135,3.051,3.159,2.859,195.505,194.204,199.591,205.768,2.982,2.873,2.896,2.602
2024-02-09 21:00:00,2024-02-09 20:00:00,10001,Alphington,7.181,0.104,18.066,3.079,11.972,13.894,0.796,29.923,0.422,170.497,1.24,172.965,1.102,0,0,9.877,10.297,11.169,11.625,0.097,0.086,0.098,0.092,18.914,19.76,21.489,22.859,2.409,1.963,2.155,2.642,14.448,17.571,18.773,21.917,13.476,14.232,15.278,16.013,2.514,4.76,4.327,3.914,25.521,20.254,23.234,27.126,0.395,0.463,0.425,0.464,179.871,193.042,190.744,208.973,2.163,3.135,3.051,3.376,184.717,195.505,194.204,211.696,1.991,2.982,2.873,3.086
2024-02-09 22:00:00,2024-02-09 21:00:00,10001,Alphington,8.052,0.126,17.235,4.929,9.089,13.346,2.464,28.24,0.495,167.003,0.645,166.693,0.574,0,0,7.181,9.877,10.297,10.424,0.104,0.097,0.086,0.09,18.066,18.914,19.76,22.77,3.079,2.409,1.963,2.568,11.972,14.448,17.571,19.6,13.894,13.476,14.232,18.398,0.796,2.514,4.76,4.281,29.923,25.521,20.254,24.818,0.422,0.395,0.463,0.49,170.497,179.871,193.042,204.514,1.24,2.163,3.135,3.657,172.965,184.717,195.505,206.1,1.102,1.991,2.982,3.38
2024-02-09 23:00:00,2024-02-09 22:00:00,10001,Alphington,9.034,0.113,17.424,5.398,9.626,11.61,3.137,32.108,0.623,160.487,0.68,163.243,0.597,0,0,8.052,7.181,9.877,11.141,0.126,0.104,0.097,0.092,17.235,18.066,18.914,22.337,4.929,3.079,2.409,2.232,9.089,11.972,14.448,19.526,13.346,13.894,13.476,14.214,2.464,0.796,2.514,8.647,28.24,29.923,25.521,27.186,0.495,0.422,0.395,0.377,167.003,170.497,179.871,196.228,0.645,1.24,2.163,3.159,166.693,172.965,184.717,199.591,0.574,1.102,1.991,2.896
2024-02-10 00:00:00,2024-02-09 23:00:00,10001,Alphington,8.645,0.1,17.564,4.246,9.771,11.06,5.91,35.567,-0.078,156.669,0.719,156.501,0.623,0,0,9.034,8.052,7.181,11.169,0.113,0.126,0.104,0.098,17.424,17.235,18.066,21.489,5.398,4.929,3.079,2.155,9.626,9.089,11.972,18.773,11.61,13.346,13.894,15.278,3.137,2.464,0.796,4.327,32.108,28.24,29.923,23.234,0.623,0.495,0.422,0.425,160.487,167.003,170.497,190.744,0.68,0.645,1.24,3.051,163.243,166.693,172.965,194.204,0.597,0.574,1.102,2.873
2024-02-10 01:00:00,2024-02-10 00:00:00,10001,Alphington,,,17.628,,,14.419,8.657,35.083,,155.732,1.425,154.504,1.232,0,0,8.645,9.034,8.052,10.297,0.1,0.113,0.126,0.086,17.564,17.424,17.235,19.76,4.246,5.398,4.929,1.963,9.771,9.626,9.089,17.571,11.06,11.61,13.346,14.232,5.91,3.137,2.464,4.76,35.567,32.108,28.24,20.254,-0.078,0.623,0.495,0.463,156.669,160.487,167.003,193.042,0.719,0.68,0.645,3.135,156.501,163.243,166.693,195.505,0.623,0.597,0.574,2.982
2024-02-10 05:00:00,2024-02-10 04:00:00,10001,Alphington,36.036,0.082,14.753,4.863,9.156,23.372,4.424,26.144,-0.287,170.308,0.66,172.947,0.599,0,0,32.432,25.157,15.389,9.034,0.081,0.072,0.073,0.113,15.137,15.902,17.069,17.424,4.301,2.084,1.716,5.398,9.369,11.41,11.257,9.626,20.308,21.23,11.227,11.61,5.534,5.21,1.615,3.137,30.262,35.698,30.15,32.108,-0.226,-0.379,-0.338,0.623,162.391,155.641,164.196,160.487,0.691,1.025,2.111,0.68,162.374,154.18,164.355,163.243,0.614,0.887,1.873,0.597
2024-02-10 06:00:00,2024-02-10 05:00:00,10001,Alphington,34.171,0.08,14.73,4.199,12.089,22.776,8.415,26.027,-0.25,169.31,0.753,171.846,0.679,0,1,36.036,32.432,25.157,8.645,0.082,0.081,0.072,0.1,14.753,15.137,15.902,17.564,4.863,4.301,2.084,4.246,9.156,9.369,11.41,9.771,23.372,20.308,21.23,11.06,4.424,5.534,5.21,5.91,26.144,30.262,35.698,35.567,-0.287,-0.226,-0.379,-0.078,170.308,162.391,155.641,156.669,0.66,0.691,1.025,0.719,172.947,162.374,154.18,156.501,0.599,0.614,0.887,0.623
2024-02-10 08:00:00,2024-02-10 07:00:00,10001,Alphington,37.785,0.092,16.499,5.144,12.375,31.974,7.75,42.506,-0.217,169.893,1.167,177.684,0.968,1,1,35.349,34.171,36.036,15.389,0.109,0.08,0.082,0.073,14.519,14.73,14.753,17.069,8.042,4.199,4.863,1.716,7.582,12.089,9.156,11.257,27.936,22.776,23.372,11.227,7.337,8.415,4.424,1.615,46.246,26.027,26.144,30.15,-0.215,-0.25,-0.287,-0.338,127.478,169.31,170.308,164.196,0.528,0.753,0.66,2.111,136.536,171.846,172.947,164.355,0.415,0.679,0.599,1.873
2024-02-10 09:00:00,2024-02-10 08:00:00,10001,Alphington,37.8,0.091,17.903,4.082,13.791,33.82,10.356,38.018,-0.184,182.144,1.246,185.761,1.053,1,1,37.785,35.349,34.171,25.157,0.092,0.109,0.08,0.072,16.499,14.519,14.73,15.902,5.144,8.042,4.199,2.084,12.375,7.582,12.089,11.41,31.974,27.936,22.776,21.23,7.75,7.337,8.415,5.21,42.506,46.246,26.027,35.698,-0.217,-0.215,-0.25,-0.379,169.893,127.478,169.31,155.641,1.167,0.528,0.753,1.025,177.684,136.536,171.846,154.18,0.968,0.415,0.679,0.887
2024-02-10 10:00:00,2024-02-10 09:00:00,10001,Alphington,37.009,0.094,18.836,3.512,15.79,28.45,11.814,80.395,-0.017,137.317,0.958,123.041,0.308,0,1,37.8,37.785,35.349,32.432,0.091,0.092,0.109,0.081,17.903,16.499,14.519,15.137,4.082,5.144,8.042,4.301,13.791,12.375,7.582,9.369,33.82,31.974,27.936,20.308,10.356,7.75,7.337,5.534,38.018,42.506,46.246,30.262,-0.184,-0.217,-0.215,-0.226,182.144,169.893,127.478,162.391,1.246,1.167,0.528,0.691,185.761,177.684,136.536,162.374,1.053,0.968,0.415,0.614
2024-02-10 11:00:00,2024-02-10 10:00:00,10001,Alphington,38.24,0.102,21.035,3.75,18.438,30.683,11.973,92.905,0.137,148.023,1.134,35.093,0.166,0,1,37.009,37.8,37.785,36.036,0.094,0.091,0.092,0.082,18.836,17.903,16.499,14.753,3.512,4.082,5.144,4.863,15.79,13.791,12.375,9.156,28.45,33.82,31.974,23.372,11.814,10.356,7.75,4.424,80.395,38.018,42.506,26.144,-0.017,-0.184,-0.217,-0.287,137.317,182.144,169.893,170.308,0.958,1.246,1.167,0.66,123.041,185.761,177.684,172.947,0.308,1.053,0.968,0.599
2024-02-10 12:00:00,2024-02-10 11:00:00,10001,Alphington,36.093,0.115,23.448,4.091,23.517,32.348,15.43,79.067,0.197,141.044,0.9,69.766,0.364,1,1,38.24,37.009,37.8,34.171,0.102,0.094,0.091,0.08,21.035,18.836,17.903,14.73,3.75,3.512,4.082,4.199,18.438,15.79,13.791,12.089,30.683,28.45,33.82,22.776,11.973,11.814,10.356,8.415,92.905,80.395,38.018,26.027,0.137,-0.017,-0.184,-0.25,148.023,137.317,182.144,169.31,1.134,0.958,1.246,0.753,35.093,123.041,185.761,171.846,0.166,0.308,1.053,0.679
2024-02-10 13:00:00,2024-02-10 12:00:00,10001,Alphington,34.896,0.122,25.353,4.038,30.973,32.226,19.84,85.046,0.22,160.184,1.048,139.191,0.369,1,1,36.093,38.24,37.009,35.349,0.115,0.102,0.094,0.109,23.448,21.035,18.836,14.519,4.091,3.75,3.512,8.042,23.517,18.438,15.79,7.582,32.348,30.683,28.45,27.936,15.43,11.973,11.814,7.337,79.067,92.905,80.395,46.246,0.197,0.137,-0.017,-0.215,141.044,148.023,137.317,127.478,0.9,1.134,0.958,0.528,69.766,35.093,123.041,136.536,0.364,0.166,0.308,0.415
2024-02-10 14:00:00,2024-02-10 13:00:00,10001,Alphington,34.41,0.134,27.334,3.826,39.637,36.015,18.866,71.394,-0.085,142.894,1.216,146.908,0.631,1,1,34.896,36.093,38.24,37.785,0.122,0.115,0.102,0.092,25.353,23.448,21.035,16.499,4.038,4.091,3.75,5.144,30.973,23.517,18.438,12.375,32.226,32.348,30.683,31.974,19.84,15.43,11.973,7.75,85.046,79.067,92.905,42.506,0.22,0.197,0.137,-0.217,160.184,141.044,148.023,169.893,1.048,0.9,1.134,1.167,139.191,69.766,35.093,177.684,0.369,0.364,0.166,0.968
2024-02-10 15:00:00,2024-02-10 14:00:00,10001,Alphington,34.82,0.148,28.176,3.902,49.702,34.646,16.994,89.696,-0.225,142.158,1.164,100.931,0.225,1,0,34.41,34.896,36.093,37.8,0.134,0.122,0.115,0.091,27.334,25.353,23.448,17.903,3.826,4.038,4.091,4.082,39.637,30.973,23.517,13.791,36.015,32.226,32.348,33.82,18.866,19.84,15.43,10.356,71.394,85.046,79.067,38.018,-0.085,0.22,0.197,-0.184,142.894,160.184,141.044,182.144,1.216,1.048,0.9,1.246,146.908,139.191,69.766,185.761,0.631,0.369,0.364,1.053
2024-02-10 16:00:00,2024-02-10 15:00:00,10001,Alphington,35.313,0.157,29.823,4.05,55.341,38.405,18.961,82.816,-0.241,142.167,0.986,98.58,0.311,1,0,34.82,34.41,34.896,37.009,0.148,0.134,0.122,0.094,28.176,27.334,25.353,18.836,3.902,3.826,4.038,3.512,49.702,39.637,30.973,15.79,34.646,36.015,32.226,28.45,16.994,18.866,19.84,11.814,89.696,71.394,85.046,80.395,-0.225,-0.085,0.22,-0.017,142.158,142.894,160.184,137.317,1.164,1.216,1.048,0.958,100.931,146.908,139.191,123.041,0.225,0.631,0.369,0.308
2024-02-10 17:00:00,2024-02-10 16:00:00,10001,Alphington,38.916,0.177,28.928,8.24,49.814,47.998,16.94,26.671,-0.016,205.38,2.267,207.036,2.079,1,0,35.313,34.82,34.41,38.24,0.157,0.148,0.134,0.102,29.823,28.176,27.334,21.035,4.05,3.902,3.826,3.75,55.341,49.702,39.637,18.438,38.405,34.646,36.015,30.683,18.961,16.994,18.866,11.973,82.816,89.696,71.394,92.905,-0.241,-0.225,-0.085,0.137,142.167,142.158,142.894,148.023,0.986,1.164,1.216,1.134,98.58,100.931,146.908,35.093,0.311,0.225,0.631,0.166
2024-02-10 18:00:00,2024-02-10 17:00:00,10001,Alphington,36.417,0.169,27.308,6.589,52.951,39.026,14.451,28.24,0.099,216.856,1.962,218.136,1.772,1,0,38.916,35.313,34.82,36.093,0.177,0.157,0.148,0.115,28.928,29.823,28.176,23.448,8.24,4.05,3.902,4.091,49.814,55.341,49.702,23.517,47.998,38.405,34.646,32.348,16.94,18.961,16.994,15.43,26.671,82.816,89.696,79.067,-0.016,-0.241,-0.225,0.197,205.38,142.167,142.158,141.044,2.267,0.986,1.164,0.9,207.036,98.58,100.931,69.766,2.079,0.311,0.225,0.364
2024-02-10 19:00:00,2024-02-10 18:00:00,10001,Alphington,33.66,0.171,25.534,7.137,41.837,39.552,9.751,25.811,-0.027,218.219,1.614,219.062,1.485,1,0,36.417,38.916,35.313,34.896,0.169,0.177,0.157,0.122,27.308,28.928,29.823,25.353,6.589,8.24,4.05,4.038,52.951,49.814,55.341,30.973,39.026,47.998,38.405,32.226,14.451,16.94,18.961,19.84,28.24,26.671,82.816,85.046,0.099,-0.016,-0.241,0.22,216.856,205.38,142.167,160.184,1.962,2.267,0.986,1.048,218.136,207.036,98.58,139.191,1.772,2.079,0.311,0.369
2024-02-10 20:00:00,2024-02-10 19:00:00,10001,Alphington,32.232,0.186,24.028,7.098,36.382,39.808,7.197,25.366,0.079,209.362,1.02,211.853,0.952,1,0,33.66,36.417,38.916,34.41,0.171,0.169,0.177,0.134,25.534,27.308,28.928,27.334,7.137,6.589,8.24,3.826,41.837,52.951,49.814,39.637,39.552,39.026,47.998,36.015,9.751,14.451,16.94,18.866,25.811,28.24,26.671,71.394,-0.027,0.099,-0.016,-0.085,218.219,216.856,205.38,142.894,1.614,1.962,2.267,1.216,219.062,218.136,207.036,146.908,1.485,1.772,2.079,0.631
2024-02-10 21:00:00,2024-02-10 20:00:00,10001,Alphington,26.52,0.171,22.655,6.206,19.357,30.758,11.151,55.087,-0.011,142.325,0.608,135.547,0.457,0,0,32.232,33.66,36.417,34.82,0.186,0.171,0.169,0.148,24.028,25.534,27.308,28.176,7.098,7.137,6.589,3.902,36.382,41.837,52.951,49.702,39.808,39.552,39.026,34.646,7.197,9.751,14.451,16.994,25.366,25.811,28.24,89.696,0.079,-0.027,0.099,-0.225,209.362,218.219,216.856,142.158,1.02,1.614,1.962,1.164,211.853,219.062,218.136,100.931,0.952,1.485,1.772,0.225
2024-02-10 22:00:00,2024-02-10 21:00:00,10001,Alphington,23.655,0.148,21.48,4.107,10.388,19.814,5.576,51.745,-0.047,143.207,0.461,147.741,0.375,0,0,26.52,32.232,33.66,35.313,0.171,0.186,0.171,0.157,22.655,24.028,25.534,29.823,6.206,7.098,7.137,4.05,19.357,36.382,41.837,55.341,30.758,39.808,39.552,38.405,11.151,7.197,9.751,18.961,55.087,25.366,25.811,82.816,-0.011,0.079,-0.027,-0.241,142.325,209.362,218.219,142.167,0.608,1.02,1.614,0.986,135.547,211.853,219.062,98.58,0.457,0.952,1.485,0.311
2024-02-10 23:00:00,2024-02-10 22:00:00,10001,Alphington,24.249,0.17,20.116,5.966,6.439,20.087,4.931,97.2,0.104,165.186,0.244,311.172,0.05,0,0,23.655,26.52,32.232,38.916,0.148,0.171,0.186,0.177,21.48,22.655,24.028,28.928,4.107,6.206,7.098,8.24,10.388,19.357,36.382,49.814,19.814,30.758,39.808,47.998,5.576,11.151,7.197,16.94,51.745,55.087,25.366,26.671,-0.047,-0.011,0.079,-0.016,143.207,142.325,209.362,205.38,0.461,0.608,1.02,2.267,147.741,135.547,211.853,207.036,0.375,0.457,0.952,2.079
2024-02-11 00:00:00,2024-02-10 23:00:00,10001,Alphington,26.898,0.225,19.299,10.727,1.663,19.318,7.531,76.2,-0.31,162.411,0.346,339.403,0.109,0,0,24.249,23.655,26.52,36.417,0.17,0.148,0.171,0.169,20.116,21.48,22.655,27.308,5.966,4.107,6.206,6.589,6.439,10.388,19.357,52.951,20.087,19.814,30.758,39.026,4.931,5.576,11.151,14.451,97.2,51.745,55.087,28.24,0.104,-0.047,-0.011,0.099,165.186,143.207,142.325,216.856,0.244,0.461,0.608,1.962,311.172,147.741,135.547,218.136,0.05,0.375,0.457,1.772
2024-02-11 01:00:00,2024-02-11 00:00:00,10001,Alphington,,,18.709,,,13.594,7.248,34.675,,84.625,0.487,18.762,0.441,0,0,26.898,24.249,23.655,33.66,0.225,0.17,0.148,0.171,19.299,20.116,21.48,25.534,10.727,5.966,4.107,7.137,1.663,6.439,10.388,41.837,19.318,20.087,19.814,39.552,7.531,4.931,5.576,9.751,76.2,97.2,51.745,25.811,-0.31,0.104,-0.047,-0.027,162.411,165.186,143.207,218.219,0.346,0.244,0.461,1.614,339.403,311.172,147.741,219.062,0.109,0.05,0.375,1.485
2024-02-11 05:00:00,2024-02-11 04:00:00,10001,Alphington,26.757,0.141,16.597,6.851,2.375,16.337,6.876,41.547,-0.84,85.568,0.31,53.237,0.248,0,0,28.405,28.477,21.648,24.249,0.142,0.152,0.107,0.17,17.362,18.399,18.683,20.116,9.752,9.554,4.007,5.966,1.969,2.692,6.836,6.439,18.74,22.213,16.573,20.087,12.657,8.149,5.463,4.931,41.401,50.042,55.587,97.2,-0.741,-0.724,-0.624,0.104,78.936,115.968,136.253,165.186,0.351,0.342,0.877,0.244,42.483,21.684,6.673,311.172,0.295,0.258,0.589,0.05
2024-02-11 06:00:00,2024-02-11 05:00:00,10001,Alphington,31.195,0.138,16.348,6.284,5.009,22.245,6.973,62.666,-0.738,113.636,0.31,92.387,0.186,0,0,26.757,28.405,28.477,26.898,0.141,0.142,0.152,0.225,16.597,17.362,18.399,19.299,6.851,9.752,9.554,10.727,2.375,1.969,2.692,1.663,16.337,18.74,22.213,19.318,6.876,12.657,8.149,7.531,41.547,41.401,50.042,76.2,-0.84,-0.741,-0.724,-0.31,85.568,78.936,115.968,162.411,0.31,0.351,0.342,0.346,53.237,42.483,21.684,339.403,0.248,0.295,0.258,0.109
2024-02-11 08:00:00,2024-02-11 07:00:00,10001,Alphington,13.91,0.105,21.831,3.834,10.02,,4.45,67.695,-0.834,112.854,1.503,24.117,1.228,0,1,30.522,31.195,26.757,21.648,0.14,0.138,0.141,0.107,16.961,16.348,16.597,18.683,5.766,6.284,6.851,4.007,4.946,5.009,2.375,6.836,27.955,22.245,16.337,16.573,6.67,6.973,6.876,5.463,51.938,62.666,41.547,55.587,-0.735,-0.738,-0.84,-0.624,174.289,113.636,85.568,136.253,0.436,0.31,0.31,0.877,185.098,92.387,53.237,6.673,0.349,0.186,0.248,0.589
2024-02-11 12:00:00,2024-02-11 11:00:00,10001,Alphington,8.003,0.092,30.811,1.923,26.459,20.155,12.133,34.526,-0.687,117.623,3.006,13.74,2.682,0,1,8.034,7.091,5.1,31.195,0.091,0.086,0.078,0.138,28.839,27.008,25.162,16.348,2.069,1.758,1.939,6.284,23.22,19.256,16.426,5.009,25.161,16.249,9.994,22.245,6.843,6.725,2.644,6.973,39.746,36.112,30.143,62.666,-0.699,-0.71,-0.712,-0.738,152.413,120.961,80.768,113.636,2.77,2.487,2.686,0.31,5.348,13.818,20.86,92.387,2.337,2.181,2.463,0.186
2024-02-11 13:00:00,2024-02-11 12:00:00,10001,Alphington,8.888,0.089,32.336,1.984,28.52,17.599,10.425,40.782,-0.874,143.86,2.518,6.483,2.086,0,1,8.003,8.034,7.091,30.522,0.092,0.091,0.086,0.14,30.811,28.839,27.008,16.961,1.923,2.069,1.758,5.766,26.459,23.22,19.256,4.946,20.155,25.161,16.249,27.955,12.133,6.843,6.725,6.67,34.526,39.746,36.112,51.938,-0.687,-0.699,-0.71,-0.735,117.623,152.413,120.961,174.289,3.006,2.77,2.487,0.436,13.74,5.348,13.818,185.098,2.682,2.337,2.181,0.349
2024-02-11 15:00:00,2024-02-11 14:00:00,10001,Alphington,10.789,0.092,34.314,1.944,31.971,16.969,8.839,40.848,-0.857,163.824,2.633,3.156,2.153,1,1,9.694,8.888,8.003,5.1,0.091,0.089,0.092,0.078,33.64,32.336,30.811,25.162,1.958,1.984,1.923,1.939,30.426,28.52,26.459,16.426,17.479,17.599,20.155,9.994,11.552,10.425,12.133,2.644,42.623,40.782,34.526,30.143,-0.974,-0.874,-0.687,-0.712,154.132,143.86,117.623,80.768,2.311,2.518,3.006,2.686,5.143,6.483,13.74,20.86,1.881,2.086,2.682,2.463
2024-02-11 16:00:00,2024-02-11 15:00:00,10001,Alphington,11.225,0.097,34.298,1.583,32.837,17.477,5.802,43.46,-0.934,169.739,2.395,359.064,1.916,1,0,10.789,9.694,8.888,7.091,0.092,0.091,0.089,0.086,34.314,33.64,32.336,27.008,1.944,1.958,1.984,1.758,31.971,30.426,28.52,19.256,16.969,17.479,17.599,16.249,8.839,11.552,10.425,6.725,40.848,42.623,40.782,36.112,-0.857,-0.974,-0.874,-0.71,163.824,154.132,143.86,120.961,2.633,2.311,2.518,2.487,3.156,5.143,6.483,13.818,2.153,1.881,2.086,2.181
2024-02-11 17:00:00,2024-02-11 16:00:00,10001,Alphington,12.172,0.102,34.601,2.212,33.914,15.299,2.762,44.352,-0.815,164.316,1.943,359.381,1.526,1,0,11.225,10.789,9.694,8.034,0.097,0.092,0.091,0.091,34.298,34.314,33.64,28.839,1.583,1.944,1.958,2.069,32.837,31.971,30.426,23.22,17.477,16.969,17.479,25.161,5.802,8.839,11.552,6.843,43.46,40.848,42.623,39.746,-0.934,-0.857,-0.974,-0.699,169.739,163.824,154.132,152.413,2.395,2.633,2.311,2.77,359.064,3.156,5.143,5.348,1.916,2.153,1.881,2.337
2024-02-11 18:00:00,2024-02-11 17:00:00,10001,Alphington,12.964,0.103,34.089,2.152,35.14,14.975,8.803,47.505,-0.743,187.967,1.631,345.917,1.22,1,0,12.172,11.225,10.789,8.003,0.102,0.097,0.092,0.092,34.601,34.298,34.314,30.811,2.212,1.583,1.944,1.923,33.914,32.837,31.971,26.459,15.299,17.477,16.969,20.155,2.762,5.802,8.839,12.133,44.352,43.46,40.848,34.526,-0.815,-0.934,-0.857,-0.687,164.316,169.739,163.824,117.623,1.943,2.395,2.633,3.006,359.381,359.064,3.156,13.74,1.526,1.916,2.153,2.682
2024-02-11 19:00:00,2024-02-11 18:00:00,10001,Alphington,14.185,0.117,31.516,3.858,35.643,54.29,1.801,66.874,-0.567,228.936,1.64,272.635,0.911,1,1,12.964,12.172,11.225,8.888,0.103,0.102,0.097,0.089,34.089,34.601,34.298,32.336,2.152,2.212,1.583,1.984,35.14,33.914,32.837,28.52,14.975,15.299,17.477,17.599,8.803,2.762,5.802,10.425,47.505,44.352,43.46,40.782,-0.743,-0.815,-0.934,-0.874,187.967,164.316,169.739,143.86,1.631,1.943,2.395,2.518,345.917,359.381,359.064,6.483,1.22,1.526,1.916,2.086
2024-02-11 20:00:00,2024-02-11 19:00:00,10001,Alphington,21.034,0.147,25.139,6.049,35.538,44.198,3.362,28.712,-0.697,229.275,1.79,228.044,1.617,1,0,14.185,12.964,12.172,9.694,0.117,0.103,0.102,0.091,31.516,34.089,34.601,33.64,3.858,2.152,2.212,1.958,35.643,35.14,33.914,30.426,54.29,14.975,15.299,17.479,1.801,8.803,2.762,11.552,66.874,47.505,44.352,42.623,-0.567,-0.743,-0.815,-0.974,228.936,187.967,164.316,154.132,1.64,1.631,1.943,2.311,272.635,345.917,359.381,5.143,0.911,1.22,1.526,1.881
2024-02-11 21:00:00,2024-02-11 20:00:00,10001,Alphington,25.262,0.171,24.136,12.263,25.656,32.387,-3.262,30.117,-0.403,265.573,1.131,260.943,1.004,1,0,21.034,14.185,12.964,10.789,0.147,0.117,0.103,0.092,25.139,31.516,34.089,34.314,6.049,3.858,2.152,1.944,35.538,35.643,35.14,31.971,44.198,54.29,14.975,16.969,3.362,1.801,8.803,8.839,28.712,66.874,47.505,40.848,-0.697,-0.567,-0.743,-0.857,229.275,228.936,187.967,163.824,1.79,1.64,1.631,2.633,228.044,272.635,345.917,3.156,1.617,0.911,1.22,2.153
2024-02-11 22:00:00,2024-02-11 21:00:00,10001,Alphington,21.437,0.188,23.614,7.998,27.642,29.231,4.431,26.776,-0.293,245.874,0.969,244.036,0.868,0,0,25.262,21.034,14.185,11.225,0.171,0.147,0.117,0.097,24.136,25.139,31.516,34.298,12.263,6.049,3.858,1.583,25.656,35.538,35.643,32.837,32.387,44.198,54.29,17.477,-3.262,3.362,1.801,5.802,30.117,28.712,66.874,43.46,-0.403,-0.697,-0.567,-0.934,265.573,229.275,228.936,169.739,1.131,1.79,1.64,2.395,260.943,228.044,272.635,359.064,1.004,1.617,0.911,1.916
2024-02-11 23:00:00,2024-02-11 22:00:00,10001,Alphington,18.598,0.164,23.138,8.083,27.099,21.323,4.772,59.774,-0.328,220.04,1.076,229.631,0.726,0,0,21.437,25.262,21.034,12.172,0.188,0.171,0.147,0.102,23.614,24.136,25.139,34.601,7.998,12.263,6.049,2.212,27.642,25.656,35.538,33.914,29.231,32.387,44.198,15.299,4.431,-3.262,3.362,2.762,26.776,30.117,28.712,44.352,-0.293,-0.403,-0.697,-0.815,245.874,265.573,229.275,164.316,0.969,1.131,1.79,1.943,244.036,260.943,228.044,359.381,0.868,1.004,1.617,1.526
2024-02-12 00:00:00,2024-02-11 23:00:00,10001,Alphington,23.469,0.128,22.322,8.318,26.018,20.662,7.1,27.373,-0.04,266.913,1.103,268.584,0.991,0,0,18.598,21.437,25.262,12.964,0.164,0.188,0.171,0.103,23.138,23.614,24.136,34.089,8.083,7.998,12.263,2.152,27.099,27.642,25.656,35.14,21.323,29.231,32.387,14.975,4.772,4.431,-3.262,8.803,59.774,26.776,30.117,47.505,-0.328,-0.293,-0.403,-0.743,220.04,245.874,265.573,187.967,1.076,0.969,1.131,1.631,229.631,244.036,260.943,345.917,0.726,0.868,1.004,1.22
