datetime_local,datetime_AEST,location_id,location_name,BSP,CO,DBT,NO2,O3,PM10,PM25,Sigma60,SO2,SWD,SWS,VWD,VWS,risk_label,risk_label_future,BSP_lag1,BSP_lag2,BSP_lag3,BSP_lag6,CO_lag1,CO_lag2,CO_lag3,CO_lag6,DBT_lag1,DBT_lag2,DBT_lag3,DBT_lag6,NO2_lag1,NO2_lag2,NO2_lag3,NO2_lag6,O3_lag1,O3_lag2,O3_lag3,O3_lag6,PM10_lag1,PM10_lag2,PM10_lag3,PM10_lag6,PM25_lag1,PM25_lag2,PM25_lag3,PM25_lag6,Sigma60_lag1,Sigma60_lag2,Sigma60_lag3,Sigma60_lag6,SO2_lag1,SO2_lag2,SO2_lag3,SO2_lag6,SWD_lag1,SWD_lag2,SWD_lag3,SWD_lag6,SWS_lag1,SWS_lag2,SWS_lag3,SWS_lag6,VWD_lag1,VWD_lag2,VWD_lag3,VWD_lag6,VWS_lag1,VWS_lag2,VWS_lag3,VWS_lag6
2024-01-01 08:00:00,2024-01-01 07:00:00,10001,Alphington,28.12,0.098,16.676,3.807,11.9,22.273,9.221,58.154,1.413,214.837,0.821,219.444,0.544,1,1,29.255,26.992,25.709,22.933,0.105,0.132,0.125,0.116,14.682,12.49,12.451,14.488,4.61,6.848,7.083,4.129,8.804,3.021,3.311,7.725,21.169,17.858,16.868,21.219,3.334,6.328,5.557,5.975,51.623,60.215,38.504,28.053,0.527,0.237,0.291,0.306,233.957,243.381,144.148,200.26,0.734,0.335,0.325,0.884,237.668,255.898,7.667,202.27,0.573,0.216,0.274,0.807
2024-01-01 09:00:00,2024-01-01 08:00:00,10001,Alphington,26.419,0.096,18.273,3.336,14.523,21.516,11.406,56.593,2.068,232.546,1.099,243.796,0.775,1,1,28.12,29.255,26.992,24.867,0.098,0.105,0.132,0.11,16.676,14.682,12.49,13.918,3.807,4.61,6.848,5.195,11.9,8.804,3.021,6.963,22.273,21.169,17.858,18.935,9.221,3.334,6.328,8.806,58.154,51.623,60.215,41.432,1.413,0.527,0.237,0.439,214.837,233.957,243.381,188.16,0.821,0.734,0.335,0.71,219.444,237.668,255.898,199.884,0.544,0.573,0.216,0.563
2024-01-01 10:00:00,2024-01-01 09:00:00,10001,Alphington,26.589,0.11,20.256,3.833,16.274,22.375,15.727,85.869,1.91,185.16,1.052,206.965,0.35,1,1,26.419,28.12,29.255,26.826,0.096,0.098,0.105,0.13,18.273,16.676,14.682,13.176,3.336,3.807,4.61,6.584,14.523,11.9,8.804,4.814,21.516,22.273,21.169,17.991,11.406,9.221,3.334,6.845,56.593,58.154,51.623,86.004,2.068,1.413,0.527,0.347,232.546,214.837,233.957,201.498,1.099,0.821,0.734,0.377,243.796,219.444,237.668,219.913,0.775,0.544,0.573,0.124
2024-01-01 11:00:00,2024-01-01 10:00:00,10001,Alphington,24.856,0.119,23.145,3.928,20.115,22.984,6.447,86.753,1.507,198.255,1.225,295.439,0.391,1,0,26.589,26.419,28.12,25.709,0.11,0.096,0.098,0.125,20.256,18.273,16.676,12.451,3.833,3.336,3.807,7.083,16.274,14.523,11.9,3.311,22.375,21.516,22.273,16.868,15.727,11.406,9.221,5.557,85.869,56.593,58.154,38.504,1.91,2.068,1.413,0.291,185.16,232.546,214.837,144.148,1.052,1.099,0.821,0.325,206.965,243.796,219.444,7.667,0.35,0.775,0.544,0.274
2024-01-01 12:00:00,2024-01-01 11:00:00,10001,Alphington,24.986,0.135,25.627,4.072,26.089,25.575,16.3,63.55,1.133,201.235,1.737,213.71,1.154,1,0,24.856,26.589,26.419,26.992,0.119,0.11,0.096,0.132,23.145,20.256,18.273,12.49,3.928,3.833,3.336,6.848,20.115,16.274,14.523,3.021,22.984,22.375,21.516,17.858,6.447,15.727,11.406,6.328,86.753,85.869,56.593,60.215,1.507,1.91,2.068,0.237,198.255,185.16,232.546,243.381,1.225,1.052,1.099,0.335,295.439,206.965,243.796,255.898,0.391,0.35,0.775,0.216
2024-01-01 13:00:00,2024-01-01 12:00:00,10001,Alphington,27.218,0.142,26.505,3.777,30.968,28.312,13.246,26.958,0.893,203.654,2.622,205.962,2.407,1,0,24.986,24.856,26.589,29.255,0.135,0.119,0.11,0.105,25.627,23.145,20.256,14.682,4.072,3.928,3.833,4.61,26.089,20.115,16.274,8.804,25.575,22.984,22.375,21.169,16.3,6.447,15.727,3.334,63.55,86.753,85.869,51.623,1.133,1.507,1.91,0.527,201.235,198.255,185.16,233.957,1.737,1.225,1.052,0.734,213.71,295.439,206.965,237.668,1.154,0.391,0.35,0.573
2024-01-01 14:00:00,2024-01-01 13:00:00,10001,Alphington,27.505,0.148,26.701,3.506,35.445,28.83,12.422,27.289,0.773,209.433,2.979,211.207,2.726,1,0,27.218,24.986,24.856,28.12,0.142,0.135,0.119,0.098,26.505,25.627,23.145,16.676,3.777,4.072,3.928,3.807,30.968,26.089,20.115,11.9,28.312,25.575,22.984,22.273,13.246,16.3,6.447,9.221,26.958,63.55,86.753,58.154,0.893,1.133,1.507,1.413,203.654,201.235,198.255,214.837,2.622,1.737,1.225,0.821,205.962,213.71,295.439,219.444,2.407,1.154,0.391,0.544
2024-01-01 15:00:00,2024-01-01 14:00:00,10001,Alphington,30.083,0.136,25.429,3.131,35.298,31.537,17.233,27.019,0.67,218.277,3.073,218.778,2.809,1,0,27.505,27.218,24.986,26.419,0.148,0.142,0.135,0.096,26.701,26.505,25.627,18.273,3.506,3.777,4.072,3.336,35.445,30.968,26.089,14.523,28.83,28.312,25.575,21.516,12.422,13.246,16.3,11.406,27.289,26.958,63.55,56.593,0.773,0.893,1.133,2.068,209.433,203.654,201.235,232.546,2.979,2.622,1.737,1.099,211.207,205.962,213.71,243.796,2.726,2.407,1.154,0.775
2024-01-01 16:00:00,2024-01-01 15:00:00,10001,Alphington,29.073,0.137,24.621,3.744,31.98,30.569,14.467,26.167,0.631,211.335,3.018,212.375,2.771,1,0,30.083,27.505,27.218,26.589,0.136,0.148,0.142,0.11,25.429,26.701,26.505,20.256,3.131,3.506,3.777,3.833,35.298,35.445,30.968,16.274,31.537,28.83,28.312,22.375,17.233,12.422,13.246,15.727,27.019,27.289,26.958,85.869,0.67,0.773,0.893,1.91,218.277,209.433,203.654,185.16,3.073,2.979,2.622,1.052,218.778,211.207,205.962,206.965,2.809,2.726,2.407,0.35
2024-01-01 17:00:00,2024-01-01 16:00:00,10001,Alphington,29.757,0.148,25.515,3.207,28.806,29.897,10.711,24.347,0.43,223.405,2.757,223.311,2.564,0,0,29.073,30.083,27.505,24.856,0.137,0.136,0.148,0.119,24.621,25.429,26.701,23.145,3.744,3.131,3.506,3.928,31.98,35.298,35.445,20.115,30.569,31.537,28.83,22.984,14.467,17.233,12.422,6.447,26.167,27.019,27.289,86.753,0.631,0.67,0.773,1.507,211.335,218.277,209.433,198.255,3.018,3.073,2.979,1.225,212.375,218.778,211.207,295.439,2.771,2.809,2.726,0.391
2024-01-01 18:00:00,2024-01-01 17:00:00,10001,Alphington,27.526,0.143,24.13,2.609,29.095,30.233,12.563,22.762,0.481,221.569,3.558,220.953,3.333,0,0,29.757,29.073,30.083,24.986,0.148,0.137,0.136,0.135,25.515,24.621,25.429,25.627,3.207,3.744,3.131,4.072,28.806,31.98,35.298,26.089,29.897,30.569,31.537,25.575,10.711,14.467,17.233,16.3,24.347,26.167,27.019,63.55,0.43,0.631,0.67,1.133,223.405,211.335,218.277,201.235,2.757,3.018,3.073,1.737,223.311,212.375,218.778,213.71,2.564,2.771,2.809,1.154
2024-01-01 19:00:00,2024-01-01 18:00:00,10001,Alphington,27.972,0.128,21.686,2.634,24.203,29.115,11.147,22.051,0.515,223.254,3.051,222.716,2.879,0,0,27.526,29.757,29.073,27.218,0.143,0.148,0.137,0.142,24.13,25.515,24.621,26.505,2.609,3.207,3.744,3.777,29.095,28.806,31.98,30.968,30.233,29.897,30.569,28.312,12.563,10.711,14.467,13.246,22.762,24.347,26.167,26.958,0.481,0.43,0.631,0.893,221.569,223.405,211.335,203.654,3.558,2.757,3.018,2.622,220.953,223.311,212.375,205.962,3.333,2.564,2.771,2.407
2024-01-01 20:00:00,2024-01-01 19:00:00,10001,Alphington,26.806,0.126,20.325,2.671,20.004,25.096,3.96,24.253,0.447,224.577,2.261,223.56,2.104,0,0,27.972,27.526,29.757,27.505,0.128,0.143,0.148,0.148,21.686,24.13,25.515,26.701,2.634,2.609,3.207,3.506,24.203,29.095,28.806,35.445,29.115,30.233,29.897,28.83,11.147,12.563,10.711,12.422,22.051,22.762,24.347,27.289,0.515,0.481,0.43,0.773,223.254,221.569,223.405,209.433,3.051,3.558,2.757,2.979,222.716,220.953,223.311,211.207,2.879,3.333,2.564,2.726
2024-01-01 21:00:00,2024-01-01 20:00:00,10001,Alphington,25.847,0.127,19.469,2.446,18.614,21.887,0.728,22.576,0.27,216.986,2.066,217.442,1.936,0,0,26.806,27.972,27.526,30.083,0.126,0.128,0.143,0.136,20.325,21.686,24.13,25.429,2.671,2.634,2.609,3.131,20.004,24.203,29.095,35.298,25.096,29.115,30.233,31.537,3.96,11.147,12.563,17.233,24.253,22.051,22.762,27.019,0.447,0.515,0.481,0.67,224.577,223.254,221.569,218.277,2.261,3.051,3.558,3.073,223.56,222.716,220.953,218.778,2.104,2.879,3.333,2.809
2024-01-01 22:00:00,2024-01-01 21:00:00,10001,Alphington,24.488,0.12,18.889,2.131,17.611,20.695,4.786,22.501,0.31,229.676,1.642,229.232,1.537,0,0,25.847,26.806,27.972,29.073,0.127,0.126,0.128,0.137,19.469,20.325,21.686,24.621,2.446,2.671,2.634,3.744,18.614,20.004,24.203,31.98,21.887,25.096,29.115,30.569,0.728,3.96,11.147,14.467,22.576,24.253,22.051,26.167,0.27,0.447,0.515,0.631,216.986,224.577,223.254,211.335,2.066,2.261,3.051,3.018,217.442,223.56,222.716,212.375,1.936,2.104,2.879,2.771
2024-01-01 23:00:00,2024-01-01 22:00:00,10001,Alphington,23.005,0.114,18.59,2.137,18.305,18.528,2.727,23.931,0.312,226.563,1.522,226.172,1.415,0,1,24.488,25.847,26.806,29.757,0.12,0.127,0.126,0.148,18.889,19.469,20.325,25.515,2.131,2.446,2.671,3.207,17.611,18.614,20.004,28.806,20.695,21.887,25.096,29.897,4.786,0.728,3.96,10.711,22.501,22.576,24.253,24.347,0.31,0.27,0.447,0.43,229.676,216.986,224.577,223.405,1.642,2.066,2.261,2.757,229.232,217.442,223.56,223.311,1.537,1.936,2.104,2.564
2024-01-02 00:00:00,2024-01-01 23:00:00,10001,Alphington,22.888,0.085,18.67,2.121,16.705,18.28,6.291,22.795,0.046,239.339,1.258,238.146,1.186,0,1,23.005,24.488,25.847,27.526,0.114,0.12,0.127,0.143,18.59,18.889,19.469,24.13,2.137,2.131,2.446,2.609,18.305,17.611,18.614,29.095,18.528,20.695,21.887,30.233,2.727,4.786,0.728,12.563,23.931,22.501,22.576,22.762,0.312,0.31,0.27,0.481,226.563,229.676,216.986,221.569,1.522,1.642,2.066,3.558,226.172,229.232,217.442,220.953,1.415,1.537,1.936,3.333
2024-01-02 01:00:00,2024-01-02 00:00:00,10001,Alphington,,,18.9,,,18.331,5.887,27.899,,231.966,1.073,231.558,0.986,0,1,22.888,23.005,24.488,27.972,0.085,0.114,0.12,0.128,18.67,18.59,18.889,21.686,2.121,2.137,2.131,2.634,16.705,18.305,17.611,24.203,18.28,18.528,20.695,29.115,6.291,2.727,4.786,11.147,22.795,23.931,22.501,22.051,0.046,0.312,0.31,0.515,239.339,226.563,229.676,223.254,1.258,1.522,1.642,3.051,238.146,226.172,229.232,222.716,1.186,1.415,1.537,2.879
2024-01-02 05:00:00,2024-01-02 04:00:00,10001,Alphington,36.443,0.09,18.707,4.45,10.013,38.061,9.764,41.531,-0.089,208.033,0.491,345.845,0.392,1,0,29.82,31.108,27.907,23.005,0.086,0.087,0.083,0.114,18.771,18.988,18.977,18.59,3.886,4.599,2.614,2.137,11.395,12.69,14.455,18.305,24.809,25.117,22.757,18.528,11.202,7.207,12.316,2.727,35.04,25.965,33.261,23.931,-0.13,-0.026,-0.301,0.312,276.225,279.037,244.018,226.563,0.952,1.203,1.029,1.522,304.092,280.342,247.109,226.172,0.827,1.099,0.898,1.415
2024-01-02 06:00:00,2024-01-02 05:00:00,10001,Alphington,47.893,0.096,18.815,5.661,9.146,48.993,6.087,45.306,-0.228,232.283,0.704,332.17,0.529,1,1,36.443,29.82,31.108,22.888,0.09,0.086,0.087,0.085,18.707,18.771,18.988,18.67,4.45,3.886,4.599,2.121,10.013,11.395,12.69,16.705,38.061,24.809,25.117,18.28,9.764,11.202,7.207,6.291,41.531,35.04,25.965,22.795,-0.089,-0.13,-0.026,0.046,208.033,276.225,279.037,239.339,0.491,0.952,1.203,1.258,345.845,304.092,280.342,238.146,0.392,0.827,1.099,1.186
2024-01-02 08:00:00,2024-01-02 07:00:00,10001,Alphington,42.722,0.112,19.499,6.541,9.056,25.925,13.442,52.452,-0.299,154.89,0.684,1.819,0.513,0,1,58.97,47.893,36.443,27.907,0.121,0.096,0.09,0.083,19.043,18.815,18.707,18.977,7.518,5.661,4.45,2.614,7.351,9.146,10.013,14.455,63.257,48.993,38.061,22.757,8.168,6.087,9.764,12.316,38.153,45.306,41.531,33.261,-0.246,-0.228,-0.089,-0.301,86.952,232.283,208.033,244.018,1.019,0.704,0.491,1.029,21.163,332.17,345.845,247.109,0.924,0.529,0.392,0.898
2024-01-02 09:00:00,2024-01-02 08:00:00,10001,Alphington,37.398,0.125,20.589,5.483,11.002,19.272,9.154,84.304,-0.316,199.737,0.71,326.604,0.274,0,1,42.722,58.97,47.893,31.108,0.112,0.121,0.096,0.087,19.499,19.043,18.815,18.988,6.541,7.518,5.661,4.599,9.056,7.351,9.146,12.69,25.925,63.257,48.993,25.117,13.442,8.168,6.087,7.207,52.452,38.153,45.306,25.965,-0.299,-0.246,-0.228,-0.026,154.89,86.952,232.283,279.037,0.684,1.019,0.704,1.203,1.819,21.163,332.17,280.342,0.513,0.924,0.529,1.099
2024-01-02 10:00:00,2024-01-02 09:00:00,10001,Alphington,34.666,0.142,22.659,5.023,14.867,20.254,11.941,95.497,-0.415,164.335,0.921,113.382,0.16,0,0,37.398,42.722,58.97,29.82,0.125,0.112,0.121,0.086,20.589,19.499,19.043,18.771,5.483,6.541,7.518,3.886,11.002,9.056,7.351,11.395,19.272,25.925,63.257,24.809,9.154,13.442,8.168,11.202,84.304,52.452,38.153,35.04,-0.316,-0.299,-0.246,-0.13,199.737,154.89,86.952,276.225,0.71,0.684,1.019,0.952,326.604,1.819,21.163,304.092,0.274,0.513,0.924,0.827
2024-01-02 11:00:00,2024-01-02 10:00:00,10001,Alphington,29.037,0.143,26.175,4.015,23.855,16.644,6.212,64.89,-0.213,143.834,1.27,146.345,0.78,0,0,34.666,37.398,42.722,36.443,0.142,0.125,0.112,0.09,22.659,20.589,19.499,18.707,5.023,5.483,6.541,4.45,14.867,11.002,9.056,10.013,20.254,19.272,25.925,38.061,11.941,9.154,13.442,9.764,95.497,84.304,52.452,41.531,-0.415,-0.316,-0.299,-0.089,164.335,199.737,154.89,208.033,0.921,0.71,0.684,0.491,113.382,326.604,1.819,345.845,0.16,0.274,0.513,0.392
2024-01-02 12:00:00,2024-01-02 11:00:00,10001,Alphington,26.988,0.146,29.802,3.299,33.884,20.777,18.64,77.504,-0.336,137.123,1.185,136.645,0.469,1,0,29.037,34.666,37.398,47.893,0.143,0.142,0.125,0.096,26.175,22.659,20.589,18.815,4.015,5.023,5.483,5.661,23.855,14.867,11.002,9.146,16.644,20.254,19.272,48.993,6.212,11.941,9.154,6.087,64.89,95.497,84.304,45.306,-0.213,-0.415,-0.316,-0.228,143.834,164.335,199.737,232.283,1.27,0.921,0.71,0.704,146.345,113.382,326.604,332.17,0.78,0.16,0.274,0.529
2024-01-02 13:00:00,2024-01-02 12:00:00,10001,Alphington,43.071,0.17,29.265,7.212,30.982,36.269,14.03,26.389,-0.446,210.185,2.394,212.243,2.197,1,0,26.988,29.037,34.666,58.97,0.146,0.143,0.142,0.121,29.802,26.175,22.659,19.043,3.299,4.015,5.023,7.518,33.884,23.855,14.867,7.351,20.777,16.644,20.254,63.257,18.64,6.212,11.941,8.168,77.504,64.89,95.497,38.153,-0.336,-0.213,-0.415,-0.246,137.123,143.834,164.335,86.952,1.185,1.27,0.921,1.019,136.645,146.345,113.382,21.163,0.469,0.78,0.16,0.924
2024-01-02 14:00:00,2024-01-02 13:00:00,10001,Alphington,43.486,0.173,25.671,6.285,34.042,29.178,18.636,25.375,-0.497,215.465,2.83,216.031,2.604,1,0,43.071,26.988,29.037,42.722,0.17,0.146,0.143,0.112,29.265,29.802,26.175,19.499,7.212,3.299,4.015,6.541,30.982,33.884,23.855,9.056,36.269,20.777,16.644,25.925,14.03,18.64,6.212,13.442,26.389,77.504,64.89,52.452,-0.446,-0.336,-0.213,-0.299,210.185,137.123,143.834,154.89,2.394,1.185,1.27,0.684,212.243,136.645,146.345,1.819,2.197,0.469,0.78,0.513
2024-01-02 15:00:00,2024-01-02 14:00:00,10001,Alphington,39.597,0.143,21.944,7.923,23.802,32.282,11.78,25.309,-0.433,240.962,4.075,239.711,3.766,1,0,43.486,43.071,26.988,37.398,0.173,0.17,0.146,0.125,25.671,29.265,29.802,20.589,6.285,7.212,3.299,5.483,34.042,30.982,33.884,11.002,29.178,36.269,20.777,19.272,18.636,14.03,18.64,9.154,25.375,26.389,77.504,84.304,-0.497,-0.446,-0.336,-0.316,215.465,210.185,137.123,199.737,2.83,2.394,1.185,0.71,216.031,212.243,136.645,326.604,2.604,2.197,0.469,0.274
2024-01-02 16:00:00,2024-01-02 15:00:00,10001,Alphington,43.316,0.15,19.83,12.678,13.956,31.419,8.251,34.61,-0.323,238.827,1.852,245.539,1.646,0,0,39.597,43.486,43.071,34.666,0.143,0.173,0.17,0.142,21.944,25.671,29.265,22.659,7.923,6.285,7.212,5.023,23.802,34.042,30.982,14.867,32.282,29.178,36.269,20.254,11.78,18.636,14.03,11.941,25.309,25.375,26.389,95.497,-0.433,-0.497,-0.446,-0.415,240.962,215.465,210.185,164.335,4.075,2.83,2.394,0.921,239.711,216.031,212.243,113.382,3.766,2.604,2.197,0.16
2024-01-02 17:00:00,2024-01-02 16:00:00,10001,Alphington,38.365,0.145,19.157,8.786,15.322,17.096,5.955,69.565,-0.414,127.848,0.837,85.925,0.352,0,0,43.316,39.597,43.486,29.037,0.15,0.143,0.173,0.143,19.83,21.944,25.671,26.175,12.678,7.923,6.285,4.015,13.956,23.802,34.042,23.855,31.419,32.282,29.178,16.644,8.251,11.78,18.636,6.212,34.61,25.309,25.375,64.89,-0.323,-0.433,-0.497,-0.213,238.827,240.962,215.465,143.834,1.852,4.075,2.83,1.27,245.539,239.711,216.031,146.345,1.646,3.766,2.604,0.78
2024-01-02 18:00:00,2024-01-02 17:00:00,10001,Alphington,35.369,0.174,19.286,7.819,15.232,13.326,9.865,25.956,-0.458,58.604,1.243,50.738,1.131,0,0,38.365,43.316,39.597,26.988,0.145,0.15,0.143,0.146,19.157,19.83,21.944,29.802,8.786,12.678,7.923,3.299,15.322,13.956,23.802,33.884,17.096,31.419,32.282,20.777,5.955,8.251,11.78,18.64,69.565,34.61,25.309,77.504,-0.414,-0.323,-0.433,-0.336,127.848,238.827,240.962,137.123,0.837,1.852,4.075,1.185,85.925,245.539,239.711,136.645,0.352,1.646,3.766,0.469
2024-01-02 19:00:00,2024-01-02 18:00:00,10001,Alphington,26.558,0.15,19.493,4.717,19.711,9.135,14.07,31.287,-0.451,67.946,1.418,55.554,1.253,0,0,35.369,38.365,43.316,43.071,0.174,0.145,0.15,0.17,19.286,19.157,19.83,29.265,7.819,8.786,12.678,7.212,15.232,15.322,13.956,30.982,13.326,17.096,31.419,36.269,9.865,5.955,8.251,14.03,25.956,69.565,34.61,26.389,-0.458,-0.414,-0.323,-0.446,58.604,127.848,238.827,210.185,1.243,0.837,1.852,2.394,50.738,85.925,245.539,212.243,1.131,0.352,1.646,2.197
2024-01-02 20:00:00,2024-01-02 19:00:00,10001,Alphington,18.054,0.148,19.87,3.972,21.798,6.653,8.248,32.423,-0.626,67.241,1.174,50.699,1.03,0,0,26.558,35.369,38.365,43.486,0.15,0.174,0.145,0.173,19.493,19.286,19.157,25.671,4.717,7.819,8.786,6.285,19.711,15.232,15.322,34.042,9.135,13.326,17.096,29.178,14.07,9.865,5.955,18.636,31.287,25.956,69.565,25.375,-0.451,-0.458,-0.414,-0.497,67.946,58.604,127.848,215.465,1.418,1.243,0.837,2.83,55.554,50.738,85.925,216.031,1.253,1.131,0.352,2.604
2024-01-02 21:00:00,2024-01-02 20:00:00,10001,Alphington,17.0,0.168,19.572,6.423,12.669,11.948,9.738,53.964,-0.503,241.599,0.512,285.023,0.358,0,0,18.054,26.558,35.369,39.597,0.148,0.15,0.174,0.143,19.87,19.493,19.286,21.944,3.972,4.717,7.819,7.923,21.798,19.711,15.232,23.802,6.653,9.135,13.326,32.282,8.248,14.07,9.865,11.78,32.423,31.287,25.956,25.309,-0.626,-0.451,-0.458,-0.433,67.241,67.946,58.604,240.962,1.174,1.418,1.243,4.075,50.699,55.554,50.738,239.711,1.03,1.253,1.131,3.766
2024-01-02 22:00:00,2024-01-02 21:00:00,10001,Alphington,21.402,0.238,19.052,8.927,6.724,9.66,4.757,52.879,-0.661,224.83,0.402,243.11,0.296,0,0,17.0,18.054,26.558,43.316,0.168,0.148,0.15,0.15,19.572,19.87,19.493,19.83,6.423,3.972,4.717,12.678,12.669,21.798,19.711,13.956,11.948,6.653,9.135,31.419,9.738,8.248,14.07,8.251,53.964,32.423,31.287,34.61,-0.503,-0.626,-0.451,-0.323,241.599,67.241,67.946,238.827,0.512,1.174,1.418,1.852,285.023,50.699,55.554,245.539,0.358,1.03,1.253,1.646
2024-01-02 23:00:00,2024-01-02 22:00:00,10001,Alphington,21.504,0.25,18.417,9.774,2.547,10.741,8.036,101.121,-0.624,183.92,0.26,224.81,0.04,0,0,21.402,17.0,18.054,38.365,0.238,0.168,0.148,0.145,19.052,19.572,19.87,19.157,8.927,6.423,3.972,8.786,6.724,12.669,21.798,15.322,9.66,11.948,6.653,17.096,4.757,9.738,8.248,5.955,52.879,53.964,32.423,69.565,-0.661,-0.503,-0.626,-0.414,224.83,241.599,67.241,127.848,0.402,0.512,1.174,0.837,243.11,285.023,50.699,85.925,0.296,0.358,1.03,0.352
2024-01-03 00:00:00,2024-01-02 23:00:00,10001,Alphington,31.672,0.235,18.344,12.212,2.889,14.729,5.845,49.696,-0.154,151.934,0.458,158.332,0.359,0,0,21.504,21.402,17.0,35.369,0.25,0.238,0.168,0.174,18.417,19.052,19.572,19.286,9.774,8.927,6.423,7.819,2.547,6.724,12.669,15.232,10.741,9.66,11.948,13.326,8.036,4.757,9.738,9.865,101.121,52.879,53.964,25.956,-0.624,-0.661,-0.503,-0.458,183.92,224.83,241.599,58.604,0.26,0.402,0.512,1.243,224.81,243.11,285.023,50.738,0.04,0.296,0.358,1.131
2024-01-03 01:00:00,2024-01-03 00:00:00,10001,Alphington,,,18.719,,,21.513,8.598,36.177,,156.19,0.618,155.668,0.534,0,0,31.672,21.504,21.402,26.558,0.235,0.25,0.238,0.15,18.344,18.417,19.052,19.493,12.212,9.774,8.927,4.717,2.889,2.547,6.724,19.711,14.729,10.741,9.66,9.135,5.845,8.036,4.757,14.07,49.696,101.121,52.879,31.287,-0.154,-0.624,-0.661,-0.451,151.934,183.92,224.83,67.946,0.458,0.26,0.402,1.418,158.332,224.81,243.11,55.554,0.359,0.04,0.296,1.253
2024-01-03 05:00:00,2024-01-03 04:00:00,10001,Alphington,57.18,0.164,18.377,9.165,2.096,13.142,9.319,40.522,-0.183,80.25,0.269,67.595,0.212,0,0,72.137,77.699,57.836,21.504,0.152,0.142,0.145,0.25,18.234,18.402,18.768,18.417,9.889,10.12,8.982,9.774,2.689,4.746,6.622,2.547,10.218,12.022,19.716,10.741,13.321,15.006,11.803,8.036,28.981,49.221,56.904,101.121,-0.201,-0.033,-0.046,-0.624,65.433,125.582,147.658,183.92,0.509,0.38,0.443,0.26,27.299,14.583,144.615,224.81,0.469,0.304,0.299,0.04
2024-01-03 06:00:00,2024-01-03 05:00:00,10001,Alphington,44.903,0.183,18.462,7.725,2.16,12.324,10.453,53.917,-0.185,108.431,0.235,86.623,0.163,0,0,57.18,72.137,77.699,31.672,0.164,0.152,0.142,0.235,18.377,18.234,18.402,18.344,9.165,9.889,10.12,12.212,2.096,2.689,4.746,2.889,13.142,10.218,12.022,14.729,9.319,13.321,15.006,5.845,40.522,28.981,49.221,49.696,-0.183,-0.201,-0.033,-0.154,80.25,65.433,125.582,151.934,0.269,0.509,0.38,0.458,67.595,27.299,14.583,158.332,0.212,0.469,0.304,0.359
2024-01-03 08:00:00,2024-01-03 07:00:00,10001,Alphington,22.868,0.2,18.937,7.569,3.44,12.718,8.466,76.518,-0.065,151.784,0.524,20.305,0.197,0,1,30.466,44.903,57.18,57.836,0.185,0.183,0.164,0.145,18.787,18.462,18.377,18.768,6.602,7.725,9.165,8.982,4.015,2.16,2.096,6.622,15.261,12.324,13.142,19.716,8.828,10.453,9.319,11.803,42.369,53.917,40.522,56.904,-0.193,-0.185,-0.183,-0.046,94.142,108.431,80.25,147.658,0.365,0.235,0.269,0.443,61.662,86.623,67.595,144.615,0.279,0.163,0.212,0.299
2024-01-03 09:00:00,2024-01-03 08:00:00,10001,Alphington,24.662,0.231,19.595,7.71,3.408,16.493,4.409,53.937,-0.193,97.673,0.444,47.503,0.308,0,1,22.868,30.466,44.903,77.699,0.2,0.185,0.183,0.142,18.937,18.787,18.462,18.402,7.569,6.602,7.725,10.12,3.44,4.015,2.16,4.746,12.718,15.261,12.324,12.022,8.466,8.828,10.453,15.006,76.518,42.369,53.917,49.221,-0.065,-0.193,-0.185,-0.033,151.784,94.142,108.431,125.582,0.524,0.365,0.235,0.38,20.305,61.662,86.623,14.583,0.197,0.279,0.163,0.304
2024-01-03 10:00:00,2024-01-03 09:00:00,10001,Alphington,21.056,0.229,20.818,9.66,6.851,8.212,3.895,44.585,-0.277,86.891,0.434,55.558,0.341,0,1,24.662,22.868,30.466,72.137,0.231,0.2,0.185,0.152,19.595,18.937,18.787,18.234,7.71,7.569,6.602,9.889,3.408,3.44,4.015,2.689,16.493,12.718,15.261,10.218,4.409,8.466,8.828,13.321,53.937,76.518,42.369,28.981,-0.193,-0.065,-0.193,-0.201,97.673,151.784,94.142,65.433,0.444,0.524,0.365,0.509,47.503,20.305,61.662,27.299,0.308,0.197,0.279,0.469
2024-01-03 11:00:00,2024-01-03 10:00:00,10001,Alphington,21.386,0.246,21.784,9.964,7.975,13.419,11.897,52.388,-0.37,118.204,0.743,133.101,0.526,0,1,21.056,24.662,22.868,57.18,0.229,0.231,0.2,0.164,20.818,19.595,18.937,18.377,9.66,7.71,7.569,9.165,6.851,3.408,3.44,2.096,8.212,16.493,12.718,13.142,3.895,4.409,8.466,9.319,44.585,53.937,76.518,40.522,-0.277,-0.193,-0.065,-0.183,86.891,97.673,151.784,80.25,0.434,0.444,0.524,0.269,55.558,47.503,20.305,67.595,0.341,0.308,0.197,0.212
